model,step,score,reward,fires
Dueling Double DQN,110408,-42.0,-152.2928047801349,31
Dueling Double DQN,110637,-56.0,-166.28993141568753,28
Dueling Double DQN,110866,-48.0,-158.2920635378787,24
Dueling Double DQN,111095,-46.0,-156.28813720429477,23
Dueling Double DQN,111324,-48.0,-158.2852338047386,24
Dueling Double DQN,111553,-42.0,-152.2849090977623,21
Dueling Double DQN,111782,-56.0,-166.31047626731785,28
Dueling Double DQN,112011,-40.0,-150.30524580369476,20
Dueling Double DQN,112240,-46.0,-156.31506839630686,23
Dueling Double DQN,112469,-60.0,-170.30880056715586,30
Dueling Double DQN,112698,-48.0,-158.29710354860072,24
Dueling Double DQN,112927,-56.0,-166.2856566459941,28
Dueling Double DQN,113156,-52.0,-162.3147366387704,26
Dueling Double DQN,113385,-40.0,-150.31155715203397,20
Dueling Double DQN,113614,-50.0,-160.28642660042425,25
Dueling Double DQN,113843,-36.0,-146.30335260544348,28
Dueling Double DQN,114072,-42.0,-152.22098143137865,31
Dueling Double DQN,114301,-48.0,-158.31297174437108,24
Dueling Double DQN,114530,-40.0,-150.30696792346959,30
Dueling Double DQN,114759,-54.0,-164.30642757360155,27
Dueling Double DQN,114988,-50.0,-160.27647187123577,25
Dueling Double DQN,115217,-64.0,-174.2865371110676,32
Dueling Double DQN,115446,-38.0,-148.28926631674494,29
Dueling Double DQN,115675,-42.0,-152.30393101610719,21
Dueling Double DQN,115904,-64.0,-174.31468055286712,32
Dueling Double DQN,116133,-50.0,-160.29290402805918,25
Dueling Double DQN,116362,-26.0,-136.27571606046263,23
Dueling Double DQN,116591,-46.0,-156.29819168682087,23
Dueling Double DQN,116820,-40.0,-150.3060510889876,20
Dueling Double DQN,117049,-54.0,-164.2984287512146,27
Dueling Double DQN,117278,-70.0,-180.3024156305103,35
Dueling Double DQN,117507,-52.0,-162.30256108961387,26
Dueling Double DQN,117736,-52.0,-162.2999779752651,26
Dueling Double DQN,117965,-48.0,-158.28218194718056,24
Dueling Double DQN,118194,-42.0,-152.29831740003476,31
Dueling Double DQN,118423,-40.0,-150.28766379030702,20
Dueling Double DQN,118652,-28.0,-138.30443545619812,24
Dueling Double DQN,118881,-58.0,-168.30030126681208,29
Dueling Double DQN,119110,-50.0,-160.28968218680126,25
Dueling Double DQN,119339,-34.0,-144.29934217592898,27
Dueling Double DQN,119568,-28.0,-138.29839612343608,24
Dueling Double DQN,119797,-42.0,-152.2775913125817,21
Dueling Double DQN,120026,-20.0,-130.27603130366833,20
Dueling Double DQN,120255,-72.0,-182.29281870975052,36
Dueling Double DQN,120484,-48.0,-158.29645045705107,24
Dueling Double DQN,120713,-54.0,-164.3037652841601,27
Dueling Double DQN,120942,-46.0,-156.2935835026701,23
Dueling Double DQN,121171,-24.0,-134.30745535632917,22
Dueling Double DQN,121400,-34.0,-144.3191188783959,27
Dueling Double DQN,121629,-32.0,-142.26716104964143,26
Dueling Double DQN,121858,-50.0,-160.30100832653895,35
Dueling Double DQN,122087,-34.0,-144.26291249796634,27
Dueling Double DQN,122316,-58.0,-168.28275498808046,29
Dueling Double DQN,122545,-56.0,-166.27943329652172,38
Dueling Double DQN,122774,-56.0,-166.3114492701627,28
Dueling Double DQN,123003,-44.0,-154.3041244014631,22
Dueling Double DQN,123232,-56.0,-166.30167893285613,28
Dueling Double DQN,123461,-72.0,-182.26843340456549,36
Dueling Double DQN,123690,-48.0,-158.26894271918158,24
Dueling Double DQN,123919,-72.0,-182.27577625690714,36
Dueling Double DQN,124148,-56.0,-166.30379893351494,28
Dueling Double DQN,124377,-56.0,-166.29285824875416,28
Dueling Double DQN,124606,-64.0,-174.2796306305274,32
Dueling Double DQN,124835,-16.0,-126.29407586362645,18
Dueling Double DQN,125064,-40.0,-150.303728602543,30
Dueling Double DQN,125293,-20.0,-130.30773554174743,20
Dueling Double DQN,125522,-46.0,-156.28898937623578,23
Dueling Double DQN,125751,-68.0,-178.31186193417653,34
Dueling Double DQN,125980,-30.0,-140.29441983176673,25
Dueling Double DQN,126209,-44.0,-154.29522180803235,22
Dueling Double DQN,126438,-60.0,-170.28157701211308,30
Dueling Double DQN,126667,-54.0,-164.27939199546182,27
Dueling Double DQN,126896,-48.0,-158.2669963501944,24
Dueling Double DQN,127125,-32.0,-142.29459844886873,26
Dueling Double DQN,127354,-44.0,-154.29660629155188,22
Dueling Double DQN,127583,-52.0,-162.28539689134507,26
Dueling Double DQN,127812,-58.0,-168.30970921299019,29
Dueling Double DQN,128041,-26.0,-136.2990084183122,23
Dueling Double DQN,128270,-28.0,-138.2615740363993,24
Dueling Double DQN,128499,-44.0,-154.28704050755107,22
Dueling Double DQN,128728,-26.0,-136.29502249263953,23
Dueling Double DQN,128957,-36.0,-146.26356602791975,18
Dueling Double DQN,129186,-64.0,-174.28253764413336,32
Dueling Double DQN,129415,-64.0,-174.30736056674158,32
Dueling Double DQN,129644,-24.0,-134.2901176589436,22
Dueling Double DQN,129873,-48.0,-158.31936165676092,24
Dueling Double DQN,130102,-52.0,-162.3071024874805,26
Dueling Double DQN,130331,-20.0,-130.25315251760767,20
Dueling Double DQN,130560,-30.0,-140.30991914312983,25
Dueling Double DQN,130789,-32.0,-142.2799226015756,26
Dueling Double DQN,131018,-28.0,-138.31054733287493,24
Dueling Double DQN,131247,-48.0,-158.29510069147923,34
Dueling Double DQN,131476,-56.0,-166.28980855418976,28
Dueling Double DQN,131705,-28.0,-138.29992830521405,24
Dueling Double DQN,131934,-36.0,-146.309538240497,18
Dueling Double DQN,132163,-16.0,-126.31754796044939,28
Dueling Double DQN,132392,-72.0,-182.30250977741608,36
Dueling Double DQN,132621,-40.0,-150.31287563659674,20
Dueling Double DQN,132850,-46.0,-156.30014265239308,23
Dueling Double DQN,133079,-54.0,-164.31758140594195,27
Dueling Double DQN,133308,-52.0,-162.30766465108002,26
Dueling Double DQN,133537,-22.0,-132.3089523018005,21
Dueling Double DQN,133766,-42.0,-152.28829895069663,21
Dueling Double DQN,133995,-38.0,-148.27966003538108,19
Dueling Double DQN,134224,-62.0,-172.30186054230498,31
Dueling Double DQN,134453,-58.0,-168.30988260154288,29
Dueling Double DQN,134682,-40.0,-150.30657427448355,20
Dueling Double DQN,134911,-24.0,-134.304480473781,22
Dueling Double DQN,135140,-44.0,-154.29052589203965,22
Dueling Double DQN,135369,-26.0,-136.31167315914087,23
Dueling Double DQN,135598,-40.0,-150.2982124609006,20
Dueling Double DQN,135827,-42.0,-152.29209666164138,21
Dueling Double DQN,136056,-64.0,-174.1607356315022,32
Dueling Double DQN,136285,-26.0,-136.28157751203287,13
Dueling Double DQN,136514,-48.0,-158.30844788757548,24
Dueling Double DQN,136743,-52.0,-162.30497992635622,26
Dueling Double DQN,136972,-34.0,-144.2964544709613,27
Dueling Double DQN,137201,-52.0,-162.288865444247,26
Dueling Double DQN,137430,-38.0,-148.30569566556665,19
Dueling Double DQN,137659,-46.0,-156.30146269433456,23
Dueling Double DQN,137888,-34.0,-144.30413389487234,17
Dueling Double DQN,138117,-62.0,-172.30143690709968,31
Dueling Double DQN,138346,-40.0,-150.2786446364333,30
Dueling Double DQN,138575,-50.0,-160.30459533209543,25
Dueling Double DQN,138804,-30.0,-140.30850676316336,25
Dueling Double DQN,139033,-44.0,-154.28490822760097,22
Dueling Double DQN,139262,-36.0,-146.30804233550498,18
Dueling Double DQN,139491,-80.0,-190.28753837635844,40
Dueling Double DQN,139720,-34.0,-144.29458016026598,27
Dueling Double DQN,139949,-54.0,-164.2856736515466,27
Dueling Double DQN,140178,-64.0,-174.2914473095938,32
Dueling Double DQN,140407,-46.0,-156.29443497676917,23
Dueling Double DQN,140636,-60.0,-170.2850907741376,30
Dueling Double DQN,140865,-20.0,-130.2879261625777,20
Dueling Double DQN,141095,-40.0,-150.0967357695926,20
Dueling Double DQN,141324,-66.0,-176.30605062781697,33
Dueling Double DQN,141553,-58.0,-168.2854861735159,29
Dueling Double DQN,141782,-30.0,-140.30072197931952,15
Dueling Double DQN,142011,-52.0,-162.30977987774838,26
Dueling Double DQN,142240,-58.0,-168.2963165961085,29
Dueling Double DQN,142469,-36.0,-146.2969549321507,18
Dueling Double DQN,142698,-48.0,-158.31293575750382,24
Dueling Double DQN,142927,-58.0,-168.29944296956427,29
Dueling Double DQN,143156,-42.0,-152.30245645370232,21
Dueling Double DQN,143385,-38.0,-148.29826150035422,19
Dueling Double DQN,143614,-50.0,-160.29160687741944,25
Dueling Double DQN,143843,-50.0,-160.31116968708875,25
Dueling Double DQN,144072,-42.0,-152.293601615974,21
Dueling Double DQN,144301,-34.0,-144.3074166238867,27
Dueling Double DQN,144530,-52.0,-162.30451463173105,26
Dueling Double DQN,144761,-32.0,-142.7082839137712,26
Dueling Double DQN,144990,-40.0,-150.28992080103893,20
Dueling Double DQN,145219,-64.0,-174.30895228848138,32
Dueling Double DQN,145448,-52.0,-162.30757229815853,26
Dueling Double DQN,145677,-30.0,-140.29734498560882,25
Dueling Double DQN,145906,-48.0,-158.30103475572085,24
Dueling Double DQN,146135,-38.0,-148.30279983322575,19
Dueling Double DQN,146364,-34.0,-144.31358109879085,17
Dueling Double DQN,146593,-34.0,-144.28975201121943,17
Dueling Double DQN,146823,-18.0,-128.0436069713254,19
Dueling Double DQN,147052,-22.0,-132.28321396740404,21
Dueling Double DQN,147281,-34.0,-144.29185299609608,17
Dueling Double DQN,147510,-56.0,-166.30376381896178,28
Dueling Double DQN,147739,-56.0,-166.30556233224476,28
Dueling Double DQN,147968,-46.0,-156.2964489274837,23
Dueling Double DQN,148197,-48.0,-158.2753608364906,24
Dueling Double DQN,148426,-48.0,-158.29923434351574,24
Dueling Double DQN,148655,-44.0,-154.28503080967576,22
Dueling Double DQN,148884,-40.0,-150.30265728328965,20
Dueling Double DQN,149113,-48.0,-158.30479925244475,24
Dueling Double DQN,149342,-46.0,-156.2983106755217,23
Dueling Double DQN,149571,-42.0,-152.2930603554557,21
Dueling Double DQN,149800,-42.0,-152.3054084502222,21
Dueling Double DQN,150029,-48.0,-158.28920428966603,24
Dueling Double DQN,150258,-52.0,-162.2981736485807,26
Dueling Double DQN,150487,-40.0,-150.29878915207007,20
Dueling Double DQN,150716,-48.0,-158.29404101618786,24
Dueling Double DQN,150945,-54.0,-164.31662481292526,27
Dueling Double DQN,151174,-38.0,-148.29380359877135,29
Dueling Double DQN,151403,-42.0,-152.29789400232465,21
Dueling Double DQN,151632,-42.0,-152.2953240419896,21
Dueling Double DQN,151861,-18.0,-128.29745167863763,19
Dueling Double DQN,152090,-32.0,-142.30515739085865,26
Dueling Double DQN,152319,-44.0,-154.31495782135332,22
Dueling Double DQN,152548,-42.0,-152.28745551195357,21
Dueling Double DQN,152777,-24.0,-134.30353229886634,12
Dueling Double DQN,153006,-30.0,-140.30127906710345,15
Dueling Double DQN,153235,-36.0,-146.2858453848001,28
Dueling Double DQN,153464,-56.0,-166.3009867525517,38
Dueling Double DQN,153693,-54.0,-164.28233516736256,27
Dueling Double DQN,153922,-58.0,-168.30140555520708,29
Dueling Double DQN,154151,-44.0,-154.31082086459634,22
Dueling Double DQN,154380,-60.0,-170.30921418876784,30
Dueling Double DQN,154609,-40.0,-150.27934171488232,20
Dueling Double DQN,154838,-28.0,-138.28410270081568,24
Dueling Double DQN,155067,-46.0,-156.29319945880047,23
Dueling Double DQN,155296,-14.0,-124.29739557343372,17
Dueling Double DQN,155525,-6.0,-116.27676853375743,13
Dueling Double DQN,155754,-60.0,-170.28708546061586,30
Dueling Double DQN,155983,-24.0,-134.2928495497084,22
Dueling Double DQN,156212,-24.0,-134.3054747889893,22
Dueling Double DQN,156441,-10.0,-120.29116742555874,15
Dueling Double DQN,156670,0.0,-110.30166996618657,20
Dueling Double DQN,156899,-36.0,-146.2982653896288,18
Dueling Double DQN,157128,-18.0,-128.27724978702773,19
Dueling Double DQN,157357,-50.0,-160.2993412391076,25
Dueling Double DQN,157586,-54.0,-164.29467527678315,27
Dueling Double DQN,157815,-50.0,-160.30872004918834,25
Dueling Double DQN,158044,-36.0,-146.29257556673502,18
Dueling Double DQN,158273,-28.0,-138.291290305209,24
Dueling Double DQN,158502,-32.0,-142.32263648663238,26
Dueling Double DQN,158731,-42.0,-152.29091311401282,21
Dueling Double DQN,158960,-52.0,-162.27207254717695,26
Dueling Double DQN,159191,-32.0,-141.95687475601486,16
Dueling Double DQN,159420,-40.0,-150.28262553574143,20
Dueling Double DQN,159649,-50.0,-160.2936615679955,25
Dueling Double DQN,159878,-62.0,-172.3039006146913,31
Dueling Double DQN,160107,-32.0,-142.30192550840684,16
Dueling Double DQN,160336,-46.0,-156.29573027820734,23
Dueling Double DQN,160565,-38.0,-148.29526742929073,19
Dueling Double DQN,160794,-42.0,-152.2905397227194,21
Dueling Double DQN,161023,-54.0,-164.30510571355677,27
Dueling Double DQN,161252,-58.0,-168.2794067483049,29
Dueling Double DQN,161481,-44.0,-154.28582173902112,22
Dueling Double DQN,161710,-34.0,-144.29966161579895,17
Dueling Double DQN,161939,-32.0,-142.29131921524078,26
Dueling Double DQN,162168,-34.0,-144.29392823055286,17
Dueling Double DQN,162397,-60.0,-170.30677796287085,30
Dueling Double DQN,162626,-42.0,-152.28398883256818,21
Dueling Double DQN,162855,-4.0,-114.2773622767522,22
Dueling Double DQN,163084,-98.0,-208.29941144151957,49
Dueling Double DQN,163313,-32.0,-142.293123686924,16
Dueling Double DQN,163542,-54.0,-164.28319343163648,27
Dueling Double DQN,163771,-42.0,-152.2838343842509,21
Dueling Double DQN,164000,-24.0,-134.29248467705412,22
Dueling Double DQN,164229,-28.0,-138.2937194415165,24
Dueling Double DQN,164458,-50.0,-160.2866236918706,25
Dueling Double DQN,164687,-36.0,-145.7092151865973,18
Dueling Double DQN,164916,-44.0,-154.2886739228792,22
Dueling Double DQN,165145,-20.0,-130.290061941434,20
Dueling Double DQN,165374,-44.0,-154.29593965910138,22
Dueling Double DQN,165603,-34.0,-144.29448789639108,17
Dueling Double DQN,165832,-44.0,-154.2945792648753,22
Dueling Double DQN,166061,-42.0,-152.30186946547934,21
Dueling Double DQN,166290,-50.0,-160.2917211689012,25
Dueling Double DQN,166519,-50.0,-160.28941895652295,25
Dueling Double DQN,166748,-54.0,-164.29755273151733,27
Dueling Double DQN,166977,-56.0,-166.30002818426954,28
Dueling Double DQN,167206,-36.0,-146.30641842068462,28
Dueling Double DQN,167435,-24.0,-134.29438200660354,22
Dueling Double DQN,167664,-52.0,-162.30380691026372,26
Dueling Double DQN,167893,-52.0,-162.29324859531826,26
Dueling Double DQN,168122,-46.0,-156.29041929730116,23
Dueling Double DQN,168351,-36.0,-146.27436339361617,18
Dueling Double DQN,168580,-48.0,-158.30449340857479,24
Dueling Double DQN,168809,-74.0,-184.29563701553002,37
Dueling Double DQN,169038,-28.0,-138.31279750556814,24
Dueling Double DQN,169267,-38.0,-148.29863638528096,29
Dueling Double DQN,169496,-12.0,-122.28689669868346,16
Dueling Double DQN,169725,-28.0,-138.30469287802723,14
Dueling Double DQN,169954,-28.0,-138.31703046405494,24
Dueling Double DQN,170183,-44.0,-154.3055819743501,22
Dueling Double DQN,170412,-26.0,-136.3095687850109,23
Dueling Double DQN,170641,-18.0,-128.28910854570117,19
Dueling Double DQN,170870,-40.0,-150.3122881058718,30
Dueling Double DQN,171099,-42.0,-152.27968262768547,21
Dueling Double DQN,171334,-18.0,-127.70091865068215,29
Dueling Double DQN,171563,-50.0,-160.27925323163464,25
Dueling Double DQN,171792,-38.0,-148.28423484683145,19
Dueling Double DQN,172021,-28.0,-138.29996159971938,24
Dueling Double DQN,172250,-34.0,-144.28191499806172,17
Dueling Double DQN,172479,-22.0,-132.29673111774218,21
Dueling Double DQN,172708,-32.0,-142.2877833325473,16
Dueling Double DQN,172937,-48.0,-158.27752065536603,24
Dueling Double DQN,173166,-46.0,-156.29675915409064,23
Dueling Double DQN,173395,-36.0,-146.29139883878605,18
Dueling Double DQN,173624,-42.0,-152.2952862714334,21
Dueling Double DQN,173853,-28.0,-138.3090034269472,24
Dueling Double DQN,174082,-74.0,-184.28765762150135,37
Dueling Double DQN,174311,-44.0,-154.27529290926748,22
Dueling Double DQN,174540,-68.0,-178.27030167317344,34
Dueling Double DQN,174769,-36.0,-146.2977186319264,18
Dueling Double DQN,174998,-50.0,-160.2934916409164,25
Dueling Double DQN,175227,-50.0,-160.29321763257573,25
Dueling Double DQN,175456,-58.0,-168.27456322726113,29
Dueling Double DQN,175685,-86.0,-196.28331269722838,43
Dueling Double DQN,175914,-50.0,-160.3044866824105,25
Dueling Double DQN,176143,-26.0,-136.26773286971996,23
Dueling Double DQN,176372,-50.0,-160.30821910050076,25
Dueling Double DQN,176601,-40.0,-150.29142667022555,30
Dueling Double DQN,176830,-28.0,-138.2895116348262,24
Dueling Double DQN,177059,-38.0,-148.30056052913207,19
Dueling Double DQN,177288,-18.0,-128.3068639743621,19
Dueling Double DQN,177517,-60.0,-170.28960400120258,30
Dueling Double DQN,177746,-46.0,-156.29319178734485,23
Dueling Double DQN,177975,-58.0,-168.3005390592914,29
Dueling Double DQN,178204,-24.0,-134.2946809866108,22
Dueling Double DQN,178433,-32.0,-142.29973499160684,16
Dueling Double DQN,178662,-32.0,-141.6479080307571,16
Dueling Double DQN,178891,-46.0,-156.28584569831366,23
Dueling Double DQN,179120,-20.0,-130.30572618291785,20
Dueling Double DQN,179349,-46.0,-156.29955286712874,23
Dueling Double DQN,179578,-14.0,-124.29704685226065,17
Dueling Double DQN,179807,-46.0,-156.3090754424871,23
Dueling Double DQN,180036,-64.0,-174.29835729581845,32
Dueling Double DQN,180265,-18.0,-128.31091251402484,19
Dueling Double DQN,180494,-30.0,-140.30054589116313,25
Dueling Double DQN,180723,-50.0,-160.30954172337596,25
Dueling Double DQN,180952,-4.0,-114.30025979071073,12
Dueling Double DQN,181181,-46.0,-156.31606195729188,23
Dueling Double DQN,181410,-16.0,-126.29508209442642,8
Dueling Double DQN,181639,-26.0,-136.29406398268884,13
Dueling Double DQN,181868,-32.0,-142.29086661882513,26
Dueling Double DQN,182097,-30.0,-140.29695312305626,15
Dueling Double DQN,182326,-42.0,-152.30915442984116,21
Dueling Double DQN,182555,-34.0,-144.26336449089723,27
Dueling Double DQN,182784,-26.0,-136.30613885410276,23
Dueling Double DQN,183013,-46.0,-156.29428721196908,23
Dueling Double DQN,183242,-42.0,-152.29897725038705,21
Dueling Double DQN,183471,-44.0,-154.30671625015736,22
Dueling Double DQN,183700,-32.0,-142.29242349839197,16
Dueling Double DQN,183929,-36.0,-146.29476365829402,28
Dueling Double DQN,184158,-42.0,-152.27896305053963,21
Dueling Double DQN,184387,-42.0,-152.29869759061634,31
Dueling Double DQN,184616,-10.0,-120.28925099539372,15
Dueling Double DQN,184845,-40.0,-150.28574758050152,20
Dueling Double DQN,185074,-38.0,-148.30052698017053,19
Dueling Double DQN,185303,-44.0,-154.2864098676721,22
Dueling Double DQN,185532,-32.0,-142.30065491593618,16
Dueling Double DQN,185761,-38.0,-148.29976111450623,19
Dueling Double DQN,185990,-30.0,-140.30883380844335,25
Dueling Double DQN,186219,-40.0,-150.2998373630628,20
Dueling Double DQN,186448,-42.0,-152.30482211308643,21
Dueling Double DQN,186677,-30.0,-140.30004835663308,25
Dueling Double DQN,186906,-14.0,-124.28307798394032,17
Dueling Double DQN,187135,-66.0,-176.293841591452,33
Dueling Double DQN,187364,-42.0,-152.29934310949892,21
Dueling Double DQN,187593,-44.0,-154.29259090668415,22
Dueling Double DQN,187822,-46.0,-156.31148441282687,23
Dueling Double DQN,188051,-26.0,-136.29345003457917,23
Dueling Double DQN,188280,-42.0,-152.29783049654148,21
Dueling Double DQN,188509,-36.0,-146.2898900033223,18
Dueling Double DQN,188738,-34.0,-144.29459227229262,17
Dueling Double DQN,188967,-70.0,-180.30598141095604,35
Dueling Double DQN,189196,-44.0,-154.30984909507754,22
Dueling Double DQN,189425,-72.0,-182.30919931146252,36
Dueling Double DQN,189654,-54.0,-164.27545098758128,27
Dueling Double DQN,189883,-48.0,-158.29344990383643,24
Dueling Double DQN,190112,-48.0,-158.29116538218565,24
Dueling Double DQN,190341,-34.0,-144.28080839636473,27
Dueling Double DQN,190570,-26.0,-136.29562310266118,13
Dueling Double DQN,190799,-30.0,-140.29950280081604,25
Dueling Double DQN,191028,-44.0,-154.3025332531351,22
Dueling Double DQN,191257,-62.0,-172.25036650318137,31
Dueling Double DQN,191486,-52.0,-162.29672917956987,26
Dueling Double DQN,191715,-38.0,-148.27906849417118,29
Dueling Double DQN,191944,-44.0,-154.29857245307423,22
Dueling Double DQN,192173,-50.0,-160.31564423040118,35
Dueling Double DQN,192402,-40.0,-150.30498173969926,20
Dueling Double DQN,192631,-34.0,-144.26058999625383,17
Dueling Double DQN,192860,-10.0,-120.29221651411908,15
Dueling Double DQN,193089,-52.0,-162.3187103125942,26
Dueling Double DQN,193318,-6.0,-116.26770804112812,13
Dueling Double DQN,193547,-16.0,-126.31132196006847,18
Dueling Double DQN,193776,-40.0,-150.29404184152088,20
Dueling Double DQN,194005,-42.0,-152.28224827224162,21
Dueling Double DQN,194234,-62.0,-172.29987575077175,31
Dueling Double DQN,194463,-106.0,-215.98200503606176,53
Dueling Double DQN,194692,-10.0,-120.29909476244802,15
Dueling Double DQN,194921,-46.0,-156.29127454492118,23
Dueling Double DQN,195150,-32.0,-142.2913149879285,16
Dueling Double DQN,195379,-48.0,-158.311638738609,24
Dueling Double DQN,195609,-24.0,-133.7360860836699,12
Dueling Double DQN,195838,-60.0,-170.29712069228853,30
Dueling Double DQN,196067,-26.0,-136.30048213663218,13
Dueling Double DQN,196296,-30.0,-140.31107772392767,15
Dueling Double DQN,196525,-20.0,-130.2909186541008,20
Dueling Double DQN,196754,-44.0,-154.29598114226397,22
Dueling Double DQN,196983,-26.0,-136.30825382900912,13
Dueling Double DQN,197212,-44.0,-154.28270366320137,22
Dueling Double DQN,197441,-18.0,-128.29206036504524,19
Dueling Double DQN,197670,-16.0,-126.30191976989511,18
Dueling Double DQN,197899,-36.0,-146.1982146542663,18
Dueling Double DQN,198128,-10.0,-120.30348047958526,25
Dueling Double DQN,198357,-36.0,-146.29871252880758,18
Dueling Double DQN,198586,-42.0,-152.30070898761937,21
Dueling Double DQN,198817,-62.0,-172.32994030566522,41
Dueling Double DQN,199046,-30.0,-140.28567660407685,15
Dueling Double DQN,199275,-36.0,-146.29832043483597,18
Dueling Double DQN,199504,-56.0,-166.30372805239125,38
Dueling Double DQN,199733,-30.0,-140.2985833209154,15
Dueling Double DQN,199962,-6.0,-116.29617650104503,13
Dueling Double DQN,200197,-38.0,-148.12789666886405,19
Dueling Double DQN,200426,-12.0,-122.26857112579754,16
Dueling Double DQN,200655,-38.0,-148.28132985352454,19
Dueling Double DQN,200884,-32.0,-142.30277178900343,26
Dueling Double DQN,201113,-36.0,-146.30224026191183,18
Dueling Double DQN,201342,-4.0,-114.28190598835606,22
Dueling Double DQN,201571,-56.0,-166.29696479575182,28
Dueling Double DQN,201800,-40.0,-150.29366914563755,20
Dueling Double DQN,202029,-70.0,-180.28429152362534,35
Dueling Double DQN,202258,-34.0,-144.29119410594495,17
Dueling Double DQN,202487,-44.0,-154.30802145922567,22
Dueling Double DQN,202716,-38.0,-148.29541133455575,19
Dueling Double DQN,202945,-44.0,-154.29597309841495,22
Dueling Double DQN,203174,-24.0,-134.28364091341263,22
Dueling Double DQN,203403,-42.0,-152.3140410938532,21
Dueling Double DQN,203633,16.0,-94.87157158854744,12
Dueling Double DQN,203862,-22.0,-132.31080107007435,21
Dueling Double DQN,204091,-42.0,-152.29607002523238,21
Dueling Double DQN,204320,-20.0,-130.3103404907826,20
Dueling Double DQN,204549,-14.0,-124.29838651657536,17
Dueling Double DQN,204778,-38.0,-148.28290655749646,19
Dueling Double DQN,205007,-22.0,-132.29138808197956,21
Dueling Double DQN,205236,-62.0,-172.31250938240487,31
Dueling Double DQN,205465,-40.0,-150.2698624989756,20
Dueling Double DQN,205694,-20.0,-130.2945312374587,20
Dueling Double DQN,205923,-26.0,-136.2957255859167,13
Dueling Double DQN,206152,-30.0,-140.2981891383173,15
Dueling Double DQN,206381,-30.0,-140.2972393657947,25
Dueling Double DQN,206610,-40.0,-150.29576278718832,20
Dueling Double DQN,206839,-36.0,-146.3023965739832,18
Dueling Double DQN,207068,-14.0,-124.10145168706973,17
Dueling Double DQN,207297,-22.0,-132.29883235685853,21
Dueling Double DQN,207526,-42.0,-152.29535908995,21
Dueling Double DQN,207755,-50.0,-160.2780231907694,25
Dueling Double DQN,207984,-42.0,-152.29310131375715,21
Dueling Double DQN,208213,-36.0,-146.2922504595386,18
Dueling Double DQN,208442,-4.0,-114.29253049238216,22
Dueling Double DQN,208671,-38.0,-148.2958461849146,19
Dueling Double DQN,208900,-32.0,-142.28987173317145,16
Dueling Double DQN,209129,-48.0,-158.2951687312848,24
Dueling Double DQN,209358,-46.0,-156.30432126571733,23
Dueling Double DQN,209587,-50.0,-160.28903218288355,25
Dueling Double DQN,209816,-44.0,-154.30234180441008,22
Dueling Double DQN,210045,-28.0,-138.2858063443325,14
Dueling Double DQN,210274,-30.0,-140.28623718810556,15
Dueling Double DQN,210503,-54.0,-164.2901901872528,27
Dueling Double DQN,210732,-42.0,-152.30474179851046,21
Dueling Double DQN,210961,-30.0,-140.28903359594028,15
Dueling Double DQN,211191,-34.0,-144.02512287559438,27
Dueling Double DQN,211420,-32.0,-142.29841074150139,16
Dueling Double DQN,211649,-36.0,-146.2841942188105,18
Dueling Double DQN,211878,-40.0,-150.2641115560363,20
Dueling Double DQN,212107,-28.0,-138.30709270654407,14
Dueling Double DQN,212336,-42.0,-152.29440505353918,21
Dueling Double DQN,212565,-28.0,-137.68207785796625,14
Dueling Double DQN,212794,-32.0,-142.307348491798,16
Dueling Double DQN,213023,-12.0,-122.30354309543155,16
Dueling Double DQN,213252,-38.0,-148.29815339703785,19
Dueling Double DQN,213481,-20.0,-130.29058907610977,20
Dueling Double DQN,213711,-28.0,-138.09286648765433,24
Dueling Double DQN,213940,-34.0,-144.29046511248617,17
Dueling Double DQN,214171,-22.0,-131.9498622533967,21
Dueling Double DQN,214400,-46.0,-156.26924579518658,23
Dueling Double DQN,214629,-10.0,-120.311023845873,15
Dueling Double DQN,214858,-36.0,-146.29545513339502,18
Dueling Double DQN,215091,2.0,-108.29436160274172,19
Dueling Double DQN,215320,-24.0,-134.2928861009177,22
Dueling Double DQN,215549,-20.0,-130.28547984601272,20
Dueling Double DQN,215778,-52.0,-162.28448411883602,26
Dueling Double DQN,216007,-50.0,-160.30093239481616,25
Dueling Double DQN,216236,-38.0,-148.28243576733007,19
Dueling Double DQN,216465,-36.0,-146.31062885411023,18
Dueling Double DQN,216694,-34.0,-144.29491486779062,17
Dueling Double DQN,216923,-18.0,-128.31347207010322,19
Dueling Double DQN,217152,-38.0,-148.3216904629212,19
Dueling Double DQN,217381,-42.0,-152.30466686536394,21
Dueling Double DQN,217611,-32.0,-142.216407157275,16
Dueling Double DQN,217840,-10.0,-120.30648366430748,15
Dueling Double DQN,218069,-32.0,-142.29881935463692,26
Dueling Double DQN,218298,-44.0,-154.27974436304015,22
Dueling Double DQN,218527,-10.0,-120.30838135636253,15
Dueling Double DQN,218756,-22.0,-132.2987861911793,11
Dueling Double DQN,218985,-48.0,-158.31764306944893,24
Dueling Double DQN,219214,-40.0,-150.31034795674537,20
Dueling Double DQN,219443,-26.0,-136.28852389827094,13
Dueling Double DQN,219672,-46.0,-156.3148928203709,23
Dueling Double DQN,219901,-38.0,-148.2695328969513,19
Dueling Double DQN,220130,-38.0,-148.17687481220844,19
Dueling Double DQN,220359,-6.0,-116.29681256311767,23
Dueling Double DQN,220588,-22.0,-132.3008453023279,11
