model,step,score,reward,fires
Dueling Double DQN,21070,-62.0,-172.29057820733172,31
Dueling Double DQN,21299,-44.0,-154.2819852145068,32
Dueling Double DQN,21528,-68.0,-178.30606162642334,34
Dueling Double DQN,21757,-84.0,-194.29480731100233,42
Dueling Double DQN,21986,-68.0,-178.28562966035912,34
Dueling Double DQN,22215,-68.0,-178.30288697562273,44
Dueling Double DQN,22444,-56.0,-166.27639153007547,38
Dueling Double DQN,22673,-46.0,-156.28547680443592,33
Dueling Double DQN,22902,-66.0,-176.29625383481513,33
Dueling Double DQN,23131,-72.0,-182.29221250033203,36
Dueling Double DQN,23360,-22.0,-132.3075861323294,31
Dueling Double DQN,23589,-38.0,-148.2995184343617,29
Dueling Double DQN,23818,-56.0,-166.30713525721785,28
Dueling Double DQN,24047,-74.0,-184.2980852327113,37
Dueling Double DQN,24276,-50.0,-160.3006615090393,35
Dueling Double DQN,24505,-40.0,-150.29601154729173,20
Dueling Double DQN,24734,-88.0,-198.29247297515565,44
Dueling Double DQN,24963,-78.0,-188.284924648995,39
Dueling Double DQN,25192,-78.0,-188.2775088179863,39
Dueling Double DQN,25421,-56.0,-166.28678960946002,28
Dueling Double DQN,25650,-64.0,-174.29794260906505,32
Dueling Double DQN,25879,-62.0,-172.29574452317965,31
Dueling Double DQN,26108,-62.0,-172.1796932611784,31
Dueling Double DQN,26337,-32.0,-142.28573629451986,16
Dueling Double DQN,26566,-68.0,-178.28535795353037,34
Dueling Double DQN,26796,-34.0,-144.0918540661166,27
Dueling Double DQN,27025,-80.0,-190.29810141317995,40
Dueling Double DQN,27254,-52.0,-162.2963878669612,26
Dueling Double DQN,27483,-68.0,-178.29780480452303,34
Dueling Double DQN,27712,-38.0,-148.29074959954144,29
Dueling Double DQN,27941,-38.0,-148.30651242134707,29
Dueling Double DQN,28170,-72.0,-182.2760047239002,36
Dueling Double DQN,28399,-78.0,-188.29836528554995,39
Dueling Double DQN,28628,-58.0,-168.30326636436808,39
Dueling Double DQN,28857,-50.0,-160.28924468335367,35
Dueling Double DQN,29086,-50.0,-160.27784137452178,35
Dueling Double DQN,29315,-26.0,-136.2682730142929,23
Dueling Double DQN,29544,-54.0,-164.2617985239723,37
Dueling Double DQN,29773,-52.0,-162.29698470451748,26
Dueling Double DQN,30002,-56.0,-166.30851389044238,28
Dueling Double DQN,30232,-56.0,-166.1344531750591,38
Dueling Double DQN,30461,-76.0,-186.27932364881804,38
Dueling Double DQN,30690,-52.0,-161.6521963003075,36
Dueling Double DQN,30919,-44.0,-154.29986984150605,32
Dueling Double DQN,31148,-54.0,-164.31532777122925,27
Dueling Double DQN,31377,-68.0,-178.30398712936375,34
Dueling Double DQN,31606,-52.0,-162.28945306624178,26
Dueling Double DQN,31835,-38.0,-148.27876299595516,29
Dueling Double DQN,32064,-80.0,-190.29255242213512,40
Dueling Double DQN,32293,-46.0,-156.28519681797724,33
Dueling Double DQN,32522,-32.0,-142.3176664247788,16
Dueling Double DQN,32751,-44.0,-154.29176624643986,32
Dueling Double DQN,32980,-56.0,-166.29022628140228,28
Dueling Double DQN,33209,-56.0,-166.31457465988677,28
Dueling Double DQN,33438,-72.0,-182.31581666524337,36
Dueling Double DQN,33667,-78.0,-188.2997590809361,39
Dueling Double DQN,33896,-64.0,-174.29146349913498,32
Dueling Double DQN,34125,-74.0,-184.30912007632904,37
Dueling Double DQN,34354,-46.0,-156.2952367551614,33
Dueling Double DQN,34583,-44.0,-154.29127139930222,32
Dueling Double DQN,34812,-50.0,-160.29034009417754,25
Dueling Double DQN,35041,-56.0,-166.2751182426527,28
Dueling Double DQN,35270,-58.0,-168.30116951708024,29
Dueling Double DQN,35499,-46.0,-156.31073689329247,33
Dueling Double DQN,35728,-78.0,-188.30905530262524,39
Dueling Double DQN,35957,-38.0,-148.2647829088768,29
Dueling Double DQN,36186,-60.0,-170.31365338075778,30
Dueling Double DQN,36415,-60.0,-170.29267210565024,30
Dueling Double DQN,36644,-62.0,-172.2994622956707,31
Dueling Double DQN,36873,-76.0,-186.28707395933807,38
Dueling Double DQN,37102,-66.0,-176.2971467825484,33
Dueling Double DQN,37331,-66.0,-176.30240429685134,33
Dueling Double DQN,37560,-50.0,-160.29406409350753,35
Dueling Double DQN,37789,-82.0,-192.28573191419326,41
Dueling Double DQN,38018,-62.0,-172.29749937149066,31
Dueling Double DQN,38247,-52.0,-162.30016710356713,36
Dueling Double DQN,38476,-56.0,-166.29251559456424,38
Dueling Double DQN,38705,-46.0,-156.29144554044575,33
Dueling Double DQN,38934,-58.0,-168.29321121352675,29
Dueling Double DQN,39163,-66.0,-176.29902903115652,33
Dueling Double DQN,39392,-66.0,-176.29325336844823,33
Dueling Double DQN,39621,-74.0,-184.27576087717625,37
Dueling Double DQN,39850,-58.0,-168.2996762927388,29
Dueling Double DQN,40079,-64.0,-174.3005275382095,32
Dueling Double DQN,40308,-48.0,-158.30534346452527,24
Dueling Double DQN,40537,-56.0,-166.3050877403055,28
Dueling Double DQN,40766,-40.0,-150.3061102943533,30
Dueling Double DQN,40995,-52.0,-162.28734341225456,26
Dueling Double DQN,41224,-54.0,-164.31103968084756,27
Dueling Double DQN,41453,-44.0,-154.28946085019294,32
Dueling Double DQN,41682,-60.0,-170.31282122249974,30
Dueling Double DQN,41911,-42.0,-152.3022795335998,21
Dueling Double DQN,42140,-26.0,-136.2976929067796,23
Dueling Double DQN,42369,-54.0,-164.29262404691502,37
Dueling Double DQN,42598,-56.0,-166.29382051950046,28
Dueling Double DQN,42827,-34.0,-144.29993870448175,27
Dueling Double DQN,43056,-48.0,-158.29500583249703,24
Dueling Double DQN,43285,-54.0,-164.2737324429904,27
Dueling Double DQN,43514,-62.0,-172.31251519786184,31
Dueling Double DQN,43743,-64.0,-174.30616648442287,32
Dueling Double DQN,43972,-50.0,-160.2996589644804,25
Dueling Double DQN,44201,-66.0,-176.2881693379887,33
Dueling Double DQN,44430,-72.0,-182.2868393017692,36
Dueling Double DQN,44659,-52.0,-162.29398535750266,26
Dueling Double DQN,44888,-58.0,-168.312336093561,29
Dueling Double DQN,45117,-28.0,-138.29977307759987,24
Dueling Double DQN,45346,-70.0,-180.28130529163053,35
Dueling Double DQN,45575,-32.0,-142.2822369271334,26
Dueling Double DQN,45804,-48.0,-158.28422327927052,24
Dueling Double DQN,46033,-38.0,-148.30706697392765,29
Dueling Double DQN,46262,-20.0,-130.1707446353308,20
Dueling Double DQN,46492,-42.0,-152.1470124491042,21
Dueling Double DQN,46721,-38.0,-148.2948658222964,29
Dueling Double DQN,46950,-46.0,-156.28330597563283,23
Dueling Double DQN,47179,-46.0,-156.30068058995215,23
Dueling Double DQN,47408,-58.0,-168.2965904771724,29
Dueling Double DQN,47637,-44.0,-154.2966467937511,22
Dueling Double DQN,47866,-54.0,-164.30952710930472,27
Dueling Double DQN,48095,-22.0,-132.2879936739225,21
Dueling Double DQN,48324,-58.0,-168.29894813740265,29
Dueling Double DQN,48553,-34.0,-144.29584767582213,27
Dueling Double DQN,48782,-70.0,-180.2942603497346,35
Dueling Double DQN,49011,-56.0,-166.30347442739205,28
Dueling Double DQN,49240,-50.0,-160.302967324743,25
Dueling Double DQN,49469,-40.0,-150.28710091025002,20
Dueling Double DQN,49698,-66.0,-176.28192544836548,33
Dueling Double DQN,49927,-46.0,-156.29390934714337,23
Dueling Double DQN,50156,-52.0,-162.28685123516792,26
Dueling Double DQN,50385,-42.0,-152.29658792220226,31
Dueling Double DQN,50614,-36.0,-146.28856489076105,28
Dueling Double DQN,50843,-44.0,-154.29331751299324,22
Dueling Double DQN,51072,-70.0,-180.29343795438928,35
Dueling Double DQN,51301,-48.0,-158.28260159595223,24
Dueling Double DQN,51530,-24.0,-134.29977256548227,22
Dueling Double DQN,51759,-28.0,-138.27742422605485,24
Dueling Double DQN,51988,-60.0,-170.28319119038912,30
Dueling Double DQN,52217,-44.0,-154.30128444358232,32
Dueling Double DQN,52446,-50.0,-160.30726813293327,25
Dueling Double DQN,52675,-46.0,-156.30549980913622,23
Dueling Double DQN,52904,-30.0,-140.28500866174795,25
Dueling Double DQN,53133,-54.0,-164.29720421336086,27
Dueling Double DQN,53362,-58.0,-168.2960514166513,29
Dueling Double DQN,53591,-46.0,-156.2971916548462,23
Dueling Double DQN,53820,-54.0,-164.30727383266728,27
Dueling Double DQN,54049,-88.0,-198.28510767309183,44
Dueling Double DQN,54278,-44.0,-154.28336016612013,22
Dueling Double DQN,54507,-42.0,-152.3093436027664,21
Dueling Double DQN,54736,-44.0,-154.28564103463316,22
Dueling Double DQN,54965,-62.0,-172.29256095363064,31
Dueling Double DQN,55194,-64.0,-174.22253260345832,32
Dueling Double DQN,55423,-68.0,-178.28474465220455,34
Dueling Double DQN,55652,-54.0,-164.29571421139948,27
Dueling Double DQN,55881,-6.0,-116.28503527847096,23
Dueling Double DQN,56110,-52.0,-162.30190534897886,26
Dueling Double DQN,56339,-40.0,-150.31013911812522,20
Dueling Double DQN,56568,-36.0,-146.07104940473755,18
Dueling Double DQN,56797,-44.0,-154.26948202538892,32
Dueling Double DQN,57026,-58.0,-168.29269996636367,29
Dueling Double DQN,57255,-50.0,-160.28390721457734,25
Dueling Double DQN,57484,-40.0,-150.3101189644223,20
Dueling Double DQN,57713,-72.0,-182.29669895648397,36
Dueling Double DQN,57942,-52.0,-161.74728880571763,26
Dueling Double DQN,58171,-46.0,-156.30384354863185,23
Dueling Double DQN,58400,-56.0,-166.28652288446347,28
Dueling Double DQN,58629,-30.0,-140.29545947038508,25
Dueling Double DQN,58858,-44.0,-154.30544524912207,22
Dueling Double DQN,59087,-50.0,-160.3077110468954,25
Dueling Double DQN,59316,-52.0,-162.29395272563357,26
Dueling Double DQN,59545,-28.0,-138.26632131488603,24
Dueling Double DQN,59774,-34.0,-144.2637220949681,27
Dueling Double DQN,60003,-44.0,-154.30644050877032,22
Dueling Double DQN,60232,-24.0,-134.2927916312022,22
Dueling Double DQN,60461,-48.0,-158.29540353378894,24
Dueling Double DQN,60690,-56.0,-166.2930728262268,28
Dueling Double DQN,60919,-50.0,-160.29718970865736,25
Dueling Double DQN,61148,-60.0,-170.2986772066845,30
Dueling Double DQN,61377,-42.0,-152.27414512784742,21
Dueling Double DQN,61606,-48.0,-158.30963625894992,24
Dueling Double DQN,61835,-52.0,-162.30353651624424,26
Dueling Double DQN,62064,-40.0,-150.28092816614415,30
Dueling Double DQN,62293,-26.0,-136.2985770818297,23
Dueling Double DQN,62522,-48.0,-158.29497578722282,24
Dueling Double DQN,62751,-52.0,-162.28877438846578,26
Dueling Double DQN,62980,-28.0,-138.28707195134464,24
Dueling Double DQN,63209,-46.0,-156.28807516809422,23
Dueling Double DQN,63438,-48.0,-158.3064810223087,24
Dueling Double DQN,63667,-54.0,-164.28131998263646,27
Dueling Double DQN,63899,-54.0,-164.09276379283597,27
Dueling Double DQN,64128,-50.0,-160.27347675815224,25
Dueling Double DQN,64357,-42.0,-152.298071204664,21
Dueling Double DQN,64586,-50.0,-160.27841997275974,25
Dueling Double DQN,64815,-26.0,-136.29267242793085,13
Dueling Double DQN,65044,-50.0,-160.27236293537322,25
Dueling Double DQN,65273,-60.0,-170.293949869869,30
Dueling Double DQN,65502,-40.0,-150.29628554325572,20
Dueling Double DQN,65731,-52.0,-162.29223163024375,26
Dueling Double DQN,65960,-66.0,-176.29125191047157,33
Dueling Double DQN,66189,-58.0,-168.2690877646919,29
Dueling Double DQN,66418,-54.0,-164.28254731986257,27
Dueling Double DQN,66647,-50.0,-160.29918517232832,25
Dueling Double DQN,66876,-54.0,-164.29145420426633,27
Dueling Double DQN,67105,-44.0,-154.29375919444925,22
Dueling Double DQN,67334,-30.0,-140.2774622657788,15
Dueling Double DQN,67563,-20.0,-130.28873692829893,20
Dueling Double DQN,67792,-76.0,-186.30930828143494,38
Dueling Double DQN,68021,-40.0,-150.30257310352192,30
Dueling Double DQN,68250,-48.0,-158.27761237827787,24
Dueling Double DQN,68479,-38.0,-148.31464230699942,29
Dueling Double DQN,68708,-50.0,-160.29060404588046,25
Dueling Double DQN,68937,-54.0,-164.29134025791785,27
Dueling Double DQN,69166,-48.0,-158.30042318355933,24
Dueling Double DQN,69395,-44.0,-154.30565320032775,22
Dueling Double DQN,69624,-42.0,-152.29301880654273,21
Dueling Double DQN,69853,-38.0,-148.2987874992605,29
Dueling Double DQN,70082,-46.0,-156.29173264453777,23
Dueling Double DQN,70311,-56.0,-166.30846274144204,28
Dueling Double DQN,70540,-32.0,-142.2923687838997,26
Dueling Double DQN,70769,-36.0,-146.31768804923243,18
Dueling Double DQN,70998,-42.0,-152.30341537495215,21
Dueling Double DQN,71227,-32.0,-142.26978126653623,26
Dueling Double DQN,71456,-34.0,-144.29997713192066,17
Dueling Double DQN,71686,-36.0,-145.74864995780132,28
Dueling Double DQN,71915,-54.0,-164.285803934885,27
Dueling Double DQN,72144,-30.0,-140.2988451097911,25
Dueling Double DQN,72373,-46.0,-156.31012307131596,23
Dueling Double DQN,72602,-32.0,-142.29998715987765,26
Dueling Double DQN,72831,-34.0,-144.26242181166916,27
Dueling Double DQN,73060,-44.0,-154.27333643638246,22
Dueling Double DQN,73289,-36.0,-146.30215740481648,18
Dueling Double DQN,73518,-60.0,-170.31148297215486,30
Dueling Double DQN,73747,-20.0,-130.29002345516577,20
Dueling Double DQN,73976,-48.0,-158.28290455889763,24
Dueling Double DQN,74205,-28.0,-138.2795865549351,24
Dueling Double DQN,74434,-62.0,-172.28488477065628,31
Dueling Double DQN,74663,-20.0,-130.28642660351923,20
Dueling Double DQN,74892,-50.0,-160.3098618959515,25
Dueling Double DQN,75121,-42.0,-152.30143383053547,21
Dueling Double DQN,75350,-62.0,-172.2993441687091,31
Dueling Double DQN,75579,-20.0,-130.2945987589376,20
Dueling Double DQN,75808,-38.0,-148.31687526870326,19
Dueling Double DQN,76037,-38.0,-148.29559096371605,29
Dueling Double DQN,76266,-48.0,-158.3052555970889,24
Dueling Double DQN,76495,-56.0,-166.30021667366535,28
Dueling Double DQN,76724,-60.0,-170.30623080544802,30
Dueling Double DQN,76953,-4.0,-114.2654554881134,12
Dueling Double DQN,77187,-36.0,-146.26791705183422,18
Dueling Double DQN,77416,-34.0,-144.2889716508705,17
Dueling Double DQN,77645,-40.0,-150.2807007621915,20
Dueling Double DQN,77874,-36.0,-146.31266759967608,18
Dueling Double DQN,78103,-28.0,-138.2876950989651,24
Dueling Double DQN,78332,-26.0,-136.29816140484326,13
Dueling Double DQN,78561,-42.0,-152.29859467184153,21
Dueling Double DQN,78790,-46.0,-156.304668395751,23
Dueling Double DQN,79019,-22.0,-132.29074827131865,21
Dueling Double DQN,79248,-30.0,-140.30545826981626,15
Dueling Double DQN,79477,-28.0,-138.27786927755375,14
Dueling Double DQN,79706,-36.0,-146.28784137381,18
Dueling Double DQN,79935,-26.0,-136.2819891255671,23
Dueling Double DQN,80164,-32.0,-142.2918433180827,16
Dueling Double DQN,80393,-38.0,-148.30251645504399,19
Dueling Double DQN,80622,-44.0,-154.30251454088938,22
Dueling Double DQN,80851,-36.0,-146.3043824090765,18
Dueling Double DQN,81080,-44.0,-154.3049496686168,22
Dueling Double DQN,81309,-48.0,-158.2947676510626,24
Dueling Double DQN,81538,-60.0,-170.2866262217433,30
Dueling Double DQN,81767,-48.0,-158.28452351187013,24
Dueling Double DQN,81996,-36.0,-146.30485584969892,18
Dueling Double DQN,82225,-46.0,-156.30651684479312,23
Dueling Double DQN,82454,-20.0,-130.28524364869128,20
Dueling Double DQN,82683,-40.0,-150.24364408692736,20
Dueling Double DQN,82912,-36.0,-146.28232456033425,18
Dueling Double DQN,83141,-34.0,-144.29696076930415,17
Dueling Double DQN,83370,-38.0,-148.28051092676793,19
Dueling Double DQN,83599,-22.0,-132.28521740301943,11
Dueling Double DQN,83828,-46.0,-156.29556215042487,23
Dueling Double DQN,84057,-24.0,-134.30820564701935,22
Dueling Double DQN,84286,-56.0,-166.27555722829314,28
Dueling Double DQN,84515,-40.0,-150.31727591584084,20
Dueling Double DQN,84744,-36.0,-146.3120947374105,18
Dueling Double DQN,84973,-26.0,-136.29588173140527,13
Dueling Double DQN,85202,-40.0,-150.27946175861211,20
Dueling Double DQN,85431,-36.0,-146.2964834443466,18
Dueling Double DQN,85660,-40.0,-150.27335602534265,20
Dueling Double DQN,85889,-40.0,-150.2906618916639,20
Dueling Double DQN,86118,-32.0,-142.2936700832537,16
Dueling Double DQN,86347,-52.0,-162.2856741949701,26
Dueling Double DQN,86576,-30.0,-140.29576481441637,15
Dueling Double DQN,86805,-24.0,-134.30438641278852,22
Dueling Double DQN,87034,-46.0,-156.29972475734724,23
Dueling Double DQN,87263,-56.0,-166.2908422972571,28
Dueling Double DQN,87492,-42.0,-152.29419607747892,21
Dueling Double DQN,87721,-32.0,-142.29641058287262,16
Dueling Double DQN,87950,-38.0,-148.277499191969,19
Dueling Double DQN,88179,-24.0,-134.29091713553305,22
Dueling Double DQN,88408,-44.0,-154.29671434316637,22
Dueling Double DQN,88637,-38.0,-148.29520916012808,19
Dueling Double DQN,88866,-24.0,-133.99709672545293,22
Dueling Double DQN,89095,-46.0,-156.30732099652528,23
Dueling Double DQN,89324,-52.0,-162.2955974370324,26
Dueling Double DQN,89553,-54.0,-164.29992547867806,27
Dueling Double DQN,89782,-20.0,-130.29770685094147,20
Dueling Double DQN,90011,-30.0,-140.31043057615503,15
Dueling Double DQN,90240,-14.0,-124.30240742790231,17
Dueling Double DQN,90469,-44.0,-154.30963260489716,22
Dueling Double DQN,90698,-38.0,-147.64895320665687,19
Dueling Double DQN,90927,-34.0,-144.29641695317932,17
Dueling Double DQN,91156,-38.0,-148.26928505738093,19
Dueling Double DQN,91385,-48.0,-158.29141035807388,24
Dueling Double DQN,91614,-34.0,-144.306423816276,17
Dueling Double DQN,91843,-46.0,-156.31072818509358,23
Dueling Double DQN,92072,-48.0,-158.27524345175968,24
Dueling Double DQN,92301,-28.0,-138.3015957440101,24
Dueling Double DQN,92530,-20.0,-130.3071726330595,20
Dueling Double DQN,92759,-36.0,-146.2950088034017,18
Dueling Double DQN,92988,-44.0,-154.31091084919416,22
Dueling Double DQN,93217,-46.0,-156.2935898803901,23
Dueling Double DQN,93446,-40.0,-150.30053386159955,20
Dueling Double DQN,93675,-40.0,-150.30262762201997,20
Dueling Double DQN,93904,-34.0,-144.28888169997902,17
Dueling Double DQN,94133,-26.0,-136.26752099847653,23
Dueling Double DQN,94362,-20.0,-130.29142905284345,20
Dueling Double DQN,94591,-52.0,-162.27685902925685,26
Dueling Double DQN,94820,-38.0,-148.29498609739002,19
Dueling Double DQN,95049,-24.0,-134.30834236972873,12
Dueling Double DQN,95278,-42.0,-152.29148406507036,21
Dueling Double DQN,95507,-22.0,-132.31353246199907,21
Dueling Double DQN,95736,-40.0,-150.29942749612013,20
Dueling Double DQN,95965,-38.0,-148.2989748937585,19
Dueling Double DQN,96194,-36.0,-146.31095155962845,18
Dueling Double DQN,96423,-40.0,-150.29696481301738,20
Dueling Double DQN,96652,-32.0,-142.3068158411749,16
Dueling Double DQN,96881,-24.0,-134.2905447488299,22
Dueling Double DQN,97110,-52.0,-162.29805017672678,26
Dueling Double DQN,97339,-38.0,-148.2780643198255,19
Dueling Double DQN,97568,-36.0,-146.29052070842496,18
Dueling Double DQN,97797,-46.0,-156.29500826843253,23
Dueling Double DQN,98026,-30.0,-140.31440415053163,15
Dueling Double DQN,98255,-58.0,-168.29226715632294,29
Dueling Double DQN,98484,-20.0,-130.31884044505637,20
Dueling Double DQN,98713,-26.0,-136.28517043623847,13
Dueling Double DQN,98942,-40.0,-150.29351645433212,20
Dueling Double DQN,99171,-34.0,-144.29586638984605,17
Dueling Double DQN,99400,-46.0,-156.31089574008254,23
Dueling Double DQN,99629,-34.0,-144.29995704641647,17
Dueling Double DQN,99858,-10.0,-120.2960998256253,15
Dueling Double DQN,100087,-34.0,-144.28880688796076,17
Dueling Double DQN,100316,-22.0,-132.2976949636639,21
Dueling Double DQN,100545,-40.0,-150.30747962799967,20
Dueling Double DQN,100774,-14.0,-124.29171953495256,17
Dueling Double DQN,101003,-34.0,-144.28201129565053,17
Dueling Double DQN,101232,-30.0,-140.27666243778137,15
Dueling Double DQN,101461,-54.0,-164.28193036271307,27
Dueling Double DQN,101690,-44.0,-154.3024385287356,22
Dueling Double DQN,101919,-22.0,-132.28810737107082,11
Dueling Double DQN,102148,-26.0,-136.28333869641864,13
Dueling Double DQN,102377,-44.0,-154.3020637251862,22
Dueling Double DQN,102606,-36.0,-146.30112104821814,18
Dueling Double DQN,102835,-42.0,-152.27767209171898,21
Dueling Double DQN,103064,-30.0,-140.29392253957167,15
Dueling Double DQN,103293,-46.0,-156.30632022158295,23
Dueling Double DQN,103522,-50.0,-160.3033085464245,25
Dueling Double DQN,103751,-34.0,-144.28475066468417,17
Dueling Double DQN,103980,-34.0,-144.28243019434035,17
Dueling Double DQN,104209,-40.0,-150.30149393306766,20
Dueling Double DQN,104438,-30.0,-140.29291427607353,15
Dueling Double DQN,104667,-24.0,-134.28135819574743,12
Dueling Double DQN,104896,-24.0,-134.31360646729058,12
Dueling Double DQN,105125,-24.0,-134.28898641688073,12
Dueling Double DQN,105354,-26.0,-136.2912940806771,23
Dueling Double DQN,105583,-50.0,-160.29805261184245,25
Dueling Double DQN,105812,-34.0,-144.2931712408228,17
Dueling Double DQN,106041,-36.0,-146.32050369921853,18
Dueling Double DQN,106270,-12.0,-122.30186657975871,6
Dueling Double DQN,106499,-46.0,-156.29074978182376,23
Dueling Double DQN,106728,-24.0,-134.2867535579903,12
Dueling Double DQN,106957,-30.0,-140.28864669799563,15
Dueling Double DQN,107186,-18.0,-128.30651098671404,19
Dueling Double DQN,107416,-40.0,-149.71554381324722,30
Dueling Double DQN,107645,-20.0,-130.31508554249896,20
Dueling Double DQN,107874,-32.0,-142.29349954490385,16
Dueling Double DQN,108103,-14.0,-124.3039399064166,17
Dueling Double DQN,108332,-38.0,-148.29359941545852,19
Dueling Double DQN,108561,-28.0,-138.3035754079578,14
Dueling Double DQN,108790,-30.0,-140.29963416946993,15
Dueling Double DQN,109019,-30.0,-140.28923103019503,15
Dueling Double DQN,109248,-10.0,-120.30584923637838,15
Dueling Double DQN,109477,-32.0,-142.30128570602415,16
Dueling Double DQN,109706,-6.0,-116.31034870955091,13
Dueling Double DQN,109935,-38.0,-148.28135573866885,19
Dueling Double DQN,110164,-38.0,-148.28890724075575,19
Dueling Double DQN,110393,-22.0,-132.2904494789425,11
