model,step,score,reward,fires
Dueling Double DQN,20839,-84.0,-194.29850984518248,42
Dueling Double DQN,21068,-74.0,-184.28067392029448,37
Dueling Double DQN,21297,-50.0,-160.31586777264445,35
Dueling Double DQN,21526,-64.0,-174.2807500311568,32
Dueling Double DQN,21755,-56.0,-166.28083647316615,28
Dueling Double DQN,21984,-68.0,-178.2902191882826,44
Dueling Double DQN,22213,-54.0,-164.2894700831026,37
Dueling Double DQN,22442,-64.0,-174.2960556469263,42
Dueling Double DQN,22671,-56.0,-166.3011504436331,38
Dueling Double DQN,22900,-80.0,-190.29378173619466,40
Dueling Double DQN,23129,-60.0,-170.26637844038476,40
Dueling Double DQN,23358,-46.0,-156.31024951317733,33
Dueling Double DQN,23587,-72.0,-182.30599297029408,36
Dueling Double DQN,23816,-82.0,-192.28588998001942,41
Dueling Double DQN,24045,-68.0,-178.3012007861167,34
Dueling Double DQN,24274,-88.0,-198.28575150960438,44
Dueling Double DQN,24503,-80.0,-190.3006612501231,40
Dueling Double DQN,24732,-80.0,-190.2908515969939,40
Dueling Double DQN,24961,-72.0,-182.29941024595965,36
Dueling Double DQN,25190,-62.0,-172.2840710312062,41
Dueling Double DQN,25419,-64.0,-174.29769136560742,32
Dueling Double DQN,25648,-62.0,-172.2940154568413,31
Dueling Double DQN,25877,-76.0,-186.29997023000112,38
Dueling Double DQN,26106,-88.0,-198.30020368968974,44
Dueling Double DQN,26335,-76.0,-186.2851072141285,38
Dueling Double DQN,26564,-66.0,-176.3142916161244,33
Dueling Double DQN,26793,-56.0,-166.29826776598426,28
Dueling Double DQN,27022,-62.0,-172.30607336805326,31
Dueling Double DQN,27251,-70.0,-180.30043805248,35
Dueling Double DQN,27480,-74.0,-184.3005113616955,37
Dueling Double DQN,27709,-70.0,-180.30094039077358,35
Dueling Double DQN,27938,-68.0,-178.28965017264684,34
Dueling Double DQN,28167,-72.0,-182.26591962506222,36
Dueling Double DQN,28396,-66.0,-176.29519932514506,33
Dueling Double DQN,28625,-62.0,-172.30258055555487,41
Dueling Double DQN,28854,-60.0,-170.300889852667,30
Dueling Double DQN,29083,-102.0,-212.2938499743311,51
Dueling Double DQN,29312,-72.0,-182.2809354325974,36
Dueling Double DQN,29541,-80.0,-190.29554498230544,40
Dueling Double DQN,29770,-64.0,-174.2997342378752,32
Dueling Double DQN,29999,-92.0,-202.30112355907158,46
Dueling Double DQN,30228,-78.0,-188.2833257291751,39
Dueling Double DQN,30457,-68.0,-178.26801316652347,44
Dueling Double DQN,30686,-54.0,-164.27987573228017,37
Dueling Double DQN,30915,-60.0,-170.3102069416363,30
Dueling Double DQN,31144,-70.0,-180.3058887260292,35
Dueling Double DQN,31373,-72.0,-182.30269954707657,36
Dueling Double DQN,31602,-66.0,-176.27830272157146,33
Dueling Double DQN,31831,-66.0,-176.27244612115123,43
Dueling Double DQN,32060,-64.0,-174.30016463926643,32
Dueling Double DQN,32289,-34.0,-144.3085217034426,27
Dueling Double DQN,32518,-66.0,-176.30135813832686,43
Dueling Double DQN,32747,-62.0,-172.29052829789836,41
Dueling Double DQN,32976,-92.0,-202.2824405430693,46
Dueling Double DQN,33205,-100.0,-210.3051600848534,50
Dueling Double DQN,33434,-78.0,-188.30049640267598,39
Dueling Double DQN,33663,-58.0,-168.2619492405496,39
Dueling Double DQN,33892,-28.0,-138.2832269992364,24
Dueling Double DQN,34121,-52.0,-162.3086504908122,26
Dueling Double DQN,34350,-68.0,-178.28623754697057,34
Dueling Double DQN,34579,-52.0,-162.26447599602335,26
Dueling Double DQN,34808,-108.0,-218.2860656755836,54
Dueling Double DQN,35037,-68.0,-178.2931887498483,34
Dueling Double DQN,35266,-78.0,-188.30018909817008,39
Dueling Double DQN,35495,-80.0,-190.3064705997814,40
Dueling Double DQN,35724,-80.0,-190.2952503652278,40
Dueling Double DQN,35953,-88.0,-198.28854679956214,44
Dueling Double DQN,36182,-62.0,-172.3093165073787,41
Dueling Double DQN,36411,-54.0,-164.2832393269353,37
Dueling Double DQN,36640,-86.0,-196.28770758156202,43
Dueling Double DQN,36869,-46.0,-156.29774188095683,33
Dueling Double DQN,37098,-84.0,-194.29473522298377,42
Dueling Double DQN,37327,-74.0,-184.289374664893,37
Dueling Double DQN,37556,-64.0,-174.28146594443285,42
Dueling Double DQN,37785,-72.0,-182.29732356776304,36
Dueling Double DQN,38014,-56.0,-166.30456641671134,28
Dueling Double DQN,38243,-66.0,-176.30200970860844,33
Dueling Double DQN,38472,-56.0,-166.28944072085488,28
Dueling Double DQN,38701,-84.0,-194.30713667491545,42
Dueling Double DQN,38930,-52.0,-162.30155057961397,36
Dueling Double DQN,39159,-68.0,-178.28900692628332,34
Dueling Double DQN,39388,-32.0,-142.29700444745367,26
Dueling Double DQN,39617,-66.0,-176.29635909155851,33
Dueling Double DQN,39846,-70.0,-180.06626205479398,35
Dueling Double DQN,40075,-76.0,-186.30259222248304,38
Dueling Double DQN,40304,-68.0,-178.29538260801564,34
Dueling Double DQN,40533,-76.0,-186.30390471637043,48
Dueling Double DQN,40762,-80.0,-190.3076163830292,40
Dueling Double DQN,40991,-84.0,-194.29932498412023,42
Dueling Double DQN,41220,-88.0,-198.2688301480402,44
Dueling Double DQN,41449,-58.0,-168.2912186272365,29
Dueling Double DQN,41678,-60.0,-170.29860097899396,30
Dueling Double DQN,41907,-68.0,-178.29553512735842,44
Dueling Double DQN,42136,-60.0,-170.27318591339542,30
Dueling Double DQN,42365,-44.0,-154.29370775565894,32
Dueling Double DQN,42594,-66.0,-176.30470715977424,33
Dueling Double DQN,42823,-60.0,-170.30174197500048,40
Dueling Double DQN,43052,-80.0,-190.30251208111787,40
Dueling Double DQN,43281,-42.0,-152.30475220688498,31
Dueling Double DQN,43511,-66.0,-176.23984597949226,43
Dueling Double DQN,43740,-54.0,-164.27292313920793,37
Dueling Double DQN,43969,-76.0,-186.29926597939254,38
Dueling Double DQN,44198,-70.0,-180.2900658978825,45
Dueling Double DQN,44427,-66.0,-176.2934088566933,33
Dueling Double DQN,44656,-30.0,-140.30127523885358,35
Dueling Double DQN,44885,-48.0,-158.29751774818106,34
Dueling Double DQN,45114,-72.0,-182.29014484467592,36
Dueling Double DQN,45343,-70.0,-180.30856783704294,35
Dueling Double DQN,45572,-40.0,-150.30000876035592,20
Dueling Double DQN,45801,-76.0,-186.29505788208542,38
Dueling Double DQN,46030,-72.0,-182.30431522945455,36
Dueling Double DQN,46259,-36.0,-146.2812184253388,28
Dueling Double DQN,46488,-70.0,-180.3047901604657,35
Dueling Double DQN,46717,-54.0,-164.26522551874837,37
Dueling Double DQN,46946,-72.0,-182.2791136621919,36
Dueling Double DQN,47175,-68.0,-178.30118527047452,44
Dueling Double DQN,47404,-76.0,-186.3028078477347,38
Dueling Double DQN,47633,-94.0,-204.28937258448576,47
Dueling Double DQN,47862,-66.0,-176.28372782020426,33
Dueling Double DQN,48091,-80.0,-190.29924186397218,40
Dueling Double DQN,48320,-66.0,-176.30845731371082,33
Dueling Double DQN,48549,-70.0,-180.305169499559,35
Dueling Double DQN,48778,-74.0,-184.2915804972,47
Dueling Double DQN,49007,-34.0,-144.28480747884444,27
Dueling Double DQN,49236,-68.0,-178.28129750355242,34
Dueling Double DQN,49465,-78.0,-188.2906514007928,39
Dueling Double DQN,49694,-82.0,-192.2975775522666,41
Dueling Double DQN,49923,-40.0,-150.29292312966544,30
Dueling Double DQN,50152,-60.0,-170.31103025361423,40
Dueling Double DQN,50381,-62.0,-172.31045731718012,31
Dueling Double DQN,50610,-64.0,-174.2943500703711,32
Dueling Double DQN,50839,-64.0,-174.29233218999573,42
Dueling Double DQN,51068,-38.0,-148.3008616681475,29
Dueling Double DQN,51297,-68.0,-178.30537510782017,34
Dueling Double DQN,51526,-102.0,-212.2855577529348,51
Dueling Double DQN,51755,-80.0,-190.29262037259988,50
Dueling Double DQN,51984,-42.0,-152.28830824578523,31
Dueling Double DQN,52213,-58.0,-168.2892941716931,39
Dueling Double DQN,52442,-76.0,-186.3052951181955,38
Dueling Double DQN,52671,-84.0,-194.29748200719638,42
Dueling Double DQN,52900,-54.0,-164.2945170610915,27
Dueling Double DQN,53129,-74.0,-184.30397000760584,37
Dueling Double DQN,53358,-62.0,-172.29126026222048,31
Dueling Double DQN,53587,-86.0,-196.3102552280189,43
Dueling Double DQN,53816,-58.0,-168.28604955798517,29
Dueling Double DQN,54045,-72.0,-182.28591980051414,36
Dueling Double DQN,54274,-66.0,-176.3113046989581,33
Dueling Double DQN,54503,-44.0,-154.27755550085868,32
Dueling Double DQN,54732,-62.0,-172.28744263565466,31
Dueling Double DQN,54961,-62.0,-172.2791981229064,31
Dueling Double DQN,55190,-62.0,-172.27881604250496,31
Dueling Double DQN,55419,-52.0,-162.28249357045433,36
Dueling Double DQN,55648,-60.0,-170.29018636308257,40
Dueling Double DQN,55877,-62.0,-172.31668677475665,31
Dueling Double DQN,56106,-74.0,-184.30193003441553,37
Dueling Double DQN,56335,-82.0,-192.31144260974284,41
Dueling Double DQN,56564,-56.0,-166.26727577964857,28
Dueling Double DQN,56793,-78.0,-188.29871845833125,39
Dueling Double DQN,57022,-48.0,-158.30021944909504,34
Dueling Double DQN,57251,-70.0,-180.2841718288046,35
Dueling Double DQN,57480,-54.0,-164.2945844577926,37
Dueling Double DQN,57711,-32.0,-142.23901794492207,36
Dueling Double DQN,57940,-72.0,-182.3035116862668,36
Dueling Double DQN,58169,-68.0,-178.28418861809047,34
Dueling Double DQN,58398,-56.0,-166.2857845395502,38
Dueling Double DQN,58627,-76.0,-186.3048194526769,38
Dueling Double DQN,58856,-78.0,-188.30509289260226,39
Dueling Double DQN,59085,-58.0,-168.29445094074194,29
Dueling Double DQN,59314,-66.0,-176.30073964995063,33
Dueling Double DQN,59543,-88.0,-198.30375879809787,44
Dueling Double DQN,59772,-68.0,-178.29254815471973,34
Dueling Double DQN,60001,-74.0,-184.28400018564298,37
Dueling Double DQN,60230,-64.0,-174.28785821985736,32
Dueling Double DQN,60459,-64.0,-174.29090619085895,32
Dueling Double DQN,60688,-70.0,-180.28650897364577,35
Dueling Double DQN,60917,-84.0,-194.30104768149465,42
Dueling Double DQN,61146,-64.0,-174.26569804738037,32
Dueling Double DQN,61375,-62.0,-172.29481334974975,41
Dueling Double DQN,61604,-48.0,-158.2729399979914,34
Dueling Double DQN,61833,-44.0,-154.2818286087939,32
Dueling Double DQN,62065,-40.0,-150.28623585325417,30
Dueling Double DQN,62294,-68.0,-178.2712728274151,34
Dueling Double DQN,62523,-54.0,-164.29428031014535,37
Dueling Double DQN,62752,-34.0,-144.2773208502941,27
Dueling Double DQN,62981,-80.0,-190.29901698867124,40
Dueling Double DQN,63210,-44.0,-154.28873465686132,32
Dueling Double DQN,63439,-54.0,-164.30805631030697,27
Dueling Double DQN,63668,-94.0,-204.2951506432394,47
Dueling Double DQN,63897,-52.0,-162.3008679014248,26
Dueling Double DQN,64126,-58.0,-168.29590161297807,39
Dueling Double DQN,64355,-52.0,-162.30569481648732,26
Dueling Double DQN,64584,-54.0,-164.25856823031395,27
Dueling Double DQN,64813,-66.0,-176.27976543938382,33
Dueling Double DQN,65042,-72.0,-182.28415599790378,36
Dueling Double DQN,65271,-100.0,-210.29557998974695,50
Dueling Double DQN,65500,-60.0,-170.29599035845666,30
Dueling Double DQN,65730,-48.0,-158.3348834473644,34
Dueling Double DQN,65959,-54.0,-164.29175267351724,37
Dueling Double DQN,66188,-74.0,-184.29213189813294,37
Dueling Double DQN,66417,-68.0,-178.24977688033226,34
Dueling Double DQN,66646,-84.0,-194.3052145368792,42
Dueling Double DQN,66875,-90.0,-200.27488084684458,45
Dueling Double DQN,67104,-54.0,-164.27906467382627,37
Dueling Double DQN,67333,-66.0,-176.3056798258526,33
Dueling Double DQN,67562,-68.0,-178.31574129790638,34
Dueling Double DQN,67791,-28.0,-138.2989437468012,34
Dueling Double DQN,68020,-92.0,-202.3251886319339,46
Dueling Double DQN,68249,-72.0,-182.299782861218,36
Dueling Double DQN,68478,-80.0,-190.31545058623072,40
Dueling Double DQN,68707,-60.0,-170.3146565119314,40
Dueling Double DQN,68936,-98.0,-208.28833299427686,49
Dueling Double DQN,69165,-72.0,-182.31223952575579,36
Dueling Double DQN,69394,-74.0,-184.29713053261497,37
Dueling Double DQN,69623,-74.0,-184.2963530550624,37
Dueling Double DQN,69852,-76.0,-186.29289625184316,38
Dueling Double DQN,70081,-72.0,-182.29123503813645,36
Dueling Double DQN,70310,-42.0,-152.30826632777232,31
Dueling Double DQN,70539,-78.0,-188.29987461188566,39
Dueling Double DQN,70768,-84.0,-194.28878426081917,42
Dueling Double DQN,70997,-68.0,-178.29942233710892,34
Dueling Double DQN,71226,-82.0,-192.28751496079855,41
Dueling Double DQN,71455,-84.0,-194.29434470583732,42
Dueling Double DQN,71684,-54.0,-164.30934018888996,27
Dueling Double DQN,71913,-62.0,-172.29271976333308,31
Dueling Double DQN,72142,-82.0,-192.2985849349913,41
Dueling Double DQN,72371,-62.0,-172.30691999243885,41
Dueling Double DQN,72600,-72.0,-182.30869076158592,36
Dueling Double DQN,72829,-54.0,-164.29653028844334,37
Dueling Double DQN,73058,-32.0,-141.68829508217203,36
Dueling Double DQN,73287,-40.0,-150.2841127306949,30
Dueling Double DQN,73516,-78.0,-188.29849836622583,39
Dueling Double DQN,73745,-76.0,-186.29158734651398,38
Dueling Double DQN,73974,-58.0,-168.30290723492573,29
Dueling Double DQN,74203,-58.0,-168.2913141107449,29
Dueling Double DQN,74432,-70.0,-180.2693121592133,35
Dueling Double DQN,74661,-26.0,-136.29158370741663,33
Dueling Double DQN,74890,-74.0,-184.30986189595149,37
Dueling Double DQN,75119,-52.0,-162.30143383053547,26
Dueling Double DQN,75348,-80.0,-190.29934416870907,40
Dueling Double DQN,75577,-38.0,-148.29733933651423,29
Dueling Double DQN,75806,-82.0,-192.31759888759623,41
Dueling Double DQN,76035,-56.0,-166.2915770132466,38
Dueling Double DQN,76265,-42.0,-152.4544891957585,31
Dueling Double DQN,76494,-62.0,-172.2891912427022,41
Dueling Double DQN,76723,-88.0,-198.29784945357937,44
Dueling Double DQN,76952,-68.0,-178.27936226703707,34
Dueling Double DQN,77181,-62.0,-172.2915470533088,31
Dueling Double DQN,77410,-68.0,-178.2860294335598,34
Dueling Double DQN,77639,-66.0,-176.29088099655965,33
Dueling Double DQN,77868,-50.0,-160.27165899609864,35
Dueling Double DQN,78097,-80.0,-190.28209212095953,40
Dueling Double DQN,78326,-52.0,-162.3034558688694,26
Dueling Double DQN,78555,-76.0,-186.28975945964436,38
Dueling Double DQN,78784,-82.0,-192.29173654944873,41
Dueling Double DQN,79013,-62.0,-172.284262145951,31
Dueling Double DQN,79242,-78.0,-188.29421716600422,39
Dueling Double DQN,79471,-80.0,-190.28532678139385,40
Dueling Double DQN,79701,-54.0,-163.99164661413656,37
Dueling Double DQN,79930,-48.0,-158.28130684053295,34
Dueling Double DQN,80159,-64.0,-174.3026541929994,42
Dueling Double DQN,80388,-94.0,-204.14454389452857,47
Dueling Double DQN,80617,-56.0,-166.28130535004897,38
Dueling Double DQN,80846,-54.0,-164.30116158937784,37
Dueling Double DQN,81075,-68.0,-178.29941189017774,34
Dueling Double DQN,81304,-60.0,-170.2937984915318,30
Dueling Double DQN,81533,-90.0,-200.30874029023914,45
Dueling Double DQN,81762,-72.0,-182.26849166162282,36
Dueling Double DQN,81991,-80.0,-190.30287538657245,40
Dueling Double DQN,82220,-84.0,-194.31104410942842,42
Dueling Double DQN,82449,-64.0,-174.28700093941725,32
Dueling Double DQN,82678,-42.0,-152.29097087013668,31
Dueling Double DQN,82907,-36.0,-146.2974762336034,28
Dueling Double DQN,83136,-74.0,-184.29359798023563,37
Dueling Double DQN,83365,-64.0,-174.29523099318823,32
Dueling Double DQN,83594,-72.0,-182.30981219454202,36
Dueling Double DQN,83823,-74.0,-184.2943566820427,37
Dueling Double DQN,84052,-50.0,-160.31832606139568,25
Dueling Double DQN,84281,-66.0,-176.29521152952287,33
Dueling Double DQN,84510,-32.0,-142.2832859739248,26
Dueling Double DQN,84739,-48.0,-158.2928261529649,34
Dueling Double DQN,84968,-58.0,-168.28771660484142,39
Dueling Double DQN,85197,-76.0,-186.2983078993061,38
Dueling Double DQN,85426,-72.0,-182.29954507464026,36
Dueling Double DQN,85655,-60.0,-170.303443229926,30
Dueling Double DQN,85884,-60.0,-170.27751290511014,30
Dueling Double DQN,86113,-78.0,-188.30089901466243,39
Dueling Double DQN,86342,-76.0,-186.27819771562503,38
Dueling Double DQN,86571,-66.0,-176.3035881654254,43
Dueling Double DQN,86800,-58.0,-168.27430407186642,29
Dueling Double DQN,87029,-50.0,-160.28730683364643,35
Dueling Double DQN,87258,-60.0,-170.29235680696078,30
Dueling Double DQN,87487,-76.0,-186.28762668033158,38
Dueling Double DQN,87716,-48.0,-158.31273859792356,24
Dueling Double DQN,87945,-70.0,-180.3027306578249,45
Dueling Double DQN,88174,-72.0,-182.28446018819244,36
Dueling Double DQN,88403,-100.0,-210.31511078373842,50
Dueling Double DQN,88635,-40.0,-150.98892115273392,30
Dueling Double DQN,88864,-54.0,-164.3001472796604,37
Dueling Double DQN,89093,-68.0,-178.31380564755784,34
Dueling Double DQN,89322,-80.0,-190.28579253320265,40
Dueling Double DQN,89551,-62.0,-172.29519226698352,31
Dueling Double DQN,89780,-66.0,-176.29402147683882,33
Dueling Double DQN,90009,-62.0,-172.30865500604273,31
Dueling Double DQN,90238,-78.0,-188.30515061222783,39
Dueling Double DQN,90467,-66.0,-176.31031468685092,33
Dueling Double DQN,90696,-56.0,-166.29308954441615,28
Dueling Double DQN,90925,-40.0,-150.28054556358447,30
Dueling Double DQN,91154,-76.0,-186.31408096245556,38
Dueling Double DQN,91383,-28.0,-138.28687388825418,34
Dueling Double DQN,91612,-84.0,-194.29980936960692,42
Dueling Double DQN,91841,-80.0,-190.29981166276252,40
Dueling Double DQN,92070,-60.0,-170.30045918698363,40
Dueling Double DQN,92299,-88.0,-198.28559771417673,44
Dueling Double DQN,92528,-68.0,-178.30355952616725,34
Dueling Double DQN,92757,-58.0,-168.28025972449186,29
Dueling Double DQN,92986,-70.0,-180.27889242397293,35
Dueling Double DQN,93215,-64.0,-174.29707225518467,32
Dueling Double DQN,93444,-76.0,-186.2993626045915,38
Dueling Double DQN,93673,-70.0,-180.30142161166157,35
Dueling Double DQN,93902,-54.0,-164.2974235069767,37
Dueling Double DQN,94131,-58.0,-168.29694370104062,39
Dueling Double DQN,94360,-50.0,-160.30357673979157,35
Dueling Double DQN,94589,-72.0,-182.30017850642213,36
Dueling Double DQN,94818,-82.0,-192.29674681961842,41
Dueling Double DQN,95047,-62.0,-172.32709836988934,31
Dueling Double DQN,95276,-48.0,-158.2883377501897,34
Dueling Double DQN,95505,-82.0,-192.29573898488493,41
Dueling Double DQN,95734,-52.0,-162.30655208266808,36
Dueling Double DQN,95963,-80.0,-190.28457286108215,40
Dueling Double DQN,96192,-90.0,-200.28360206697153,45
Dueling Double DQN,96421,-70.0,-180.30049978574854,35
Dueling Double DQN,96650,-60.0,-170.2979637204483,40
Dueling Double DQN,96879,-92.0,-202.2977939515185,46
Dueling Double DQN,97108,-74.0,-184.3010367913251,37
Dueling Double DQN,97337,-54.0,-164.29079835069464,27
Dueling Double DQN,97566,-68.0,-178.28312235246221,34
Dueling Double DQN,97795,-58.0,-168.22877129451683,39
Dueling Double DQN,98024,-68.0,-178.31548074500142,34
Dueling Double DQN,98253,-82.0,-192.28854308084334,41
Dueling Double DQN,98482,-80.0,-190.2945915948934,40
Dueling Double DQN,98711,-88.0,-198.29411172710897,44
Dueling Double DQN,98940,-52.0,-162.2990929212048,26
Dueling Double DQN,99169,-64.0,-174.29846926753626,32
Dueling Double DQN,99398,-44.0,-154.29120834566186,32
Dueling Double DQN,99627,-36.0,-146.3167323940245,28
Dueling Double DQN,99856,-34.0,-144.30601599408845,27
Dueling Double DQN,100085,-82.0,-192.3011881614114,41
Dueling Double DQN,100314,-64.0,-174.29507464498192,42
Dueling Double DQN,100543,-74.0,-184.28940388541417,37
Dueling Double DQN,100772,-36.0,-146.29673081623415,28
Dueling Double DQN,101001,-72.0,-182.30966465781816,36
Dueling Double DQN,101230,-40.0,-150.29913774297768,30
Dueling Double DQN,101459,-88.0,-198.28646875895646,44
Dueling Double DQN,101688,-80.0,-190.30129010907064,40
Dueling Double DQN,101917,-72.0,-182.02244451728575,36
Dueling Double DQN,102146,-46.0,-156.27928663782455,33
Dueling Double DQN,102375,-86.0,-196.28691103426195,43
Dueling Double DQN,102604,-58.0,-168.3004237917028,39
Dueling Double DQN,102833,-70.0,-180.30816167859098,35
Dueling Double DQN,103062,-82.0,-192.29345373164847,41
Dueling Double DQN,103291,-60.0,-170.25961843324149,30
Dueling Double DQN,103520,-58.0,-168.31208346019326,29
Dueling Double DQN,103749,-56.0,-166.2713658347514,28
Dueling Double DQN,103978,-48.0,-158.29194347842696,34
Dueling Double DQN,104207,-82.0,-192.28188806877438,41
Dueling Double DQN,104436,-64.0,-174.27171903311483,32
Dueling Double DQN,104665,-74.0,-184.29237250429918,37
Dueling Double DQN,104894,-70.0,-180.30084428946168,35
Dueling Double DQN,105123,-76.0,-186.3061718786338,38
Dueling Double DQN,105352,-74.0,-184.30013863928733,37
Dueling Double DQN,105581,-42.0,-152.28492347883943,31
Dueling Double DQN,105810,-88.0,-198.29796747642715,44
Dueling Double DQN,106039,-66.0,-176.2812317855131,33
Dueling Double DQN,106268,-48.0,-158.30824923128458,24
Dueling Double DQN,106497,-72.0,-182.2905439509804,36
Dueling Double DQN,106726,-76.0,-186.31393006694714,38
Dueling Double DQN,106955,-82.0,-192.29252685437615,41
Dueling Double DQN,107184,-64.0,-174.31068954280323,42
Dueling Double DQN,107413,-64.0,-174.29962821792475,32
Dueling Double DQN,107642,-58.0,-168.276173174976,29
Dueling Double DQN,107871,-80.0,-190.30078428354818,40
Dueling Double DQN,108100,-50.0,-160.2855673066384,35
Dueling Double DQN,108329,-42.0,-152.31698695021987,31
Dueling Double DQN,108558,-54.0,-164.29543893862348,37
Dueling Double DQN,108787,-74.0,-184.30717911857798,37
Dueling Double DQN,109016,-56.0,-166.30196344158702,28
Dueling Double DQN,109245,-68.0,-178.2949849658549,34
Dueling Double DQN,109474,-86.0,-196.2863250976849,43
Dueling Double DQN,109703,-78.0,-188.30204633995004,39
Dueling Double DQN,109932,-48.0,-158.29806239656938,24
Dueling Double DQN,110161,-52.0,-162.30580142070139,36
Dueling Double DQN,110390,-76.0,-186.25991059743797,38
