model,step,score,reward,fires
Dueling Double DQN,260413,-48.0,-158.30522395476098,24
Dueling Double DQN,260642,-54.0,-164.28470935059153,27
Dueling Double DQN,260871,-50.0,-160.25003331266245,35
Dueling Double DQN,261100,-58.0,-168.28904208784493,29
Dueling Double DQN,261329,-24.0,-134.26765093092115,22
Dueling Double DQN,261559,-58.0,-167.64632649375068,29
Dueling Double DQN,261788,-82.0,-192.31119291385272,41
Dueling Double DQN,262017,-84.0,-194.30791448620897,52
Dueling Double DQN,262246,-60.0,-170.31036349404175,30
Dueling Double DQN,262475,-22.0,-132.29206521300878,31
Dueling Double DQN,262704,-58.0,-168.30057779618267,29
Dueling Double DQN,262933,-50.0,-160.29866630970469,35
Dueling Double DQN,263162,-52.0,-162.2980215271673,36
Dueling Double DQN,263391,-48.0,-158.28619335464913,24
Dueling Double DQN,263620,-26.0,-136.30384545977245,23
Dueling Double DQN,263849,-54.0,-164.2860820973375,27
Dueling Double DQN,264078,-32.0,-142.3036247194072,26
Dueling Double DQN,264307,-76.0,-186.30097475439607,38
Dueling Double DQN,264536,-56.0,-166.25036090443604,38
Dueling Double DQN,264765,-66.0,-176.2999562156815,43
Dueling Double DQN,264994,-86.0,-196.29551784868409,43
Dueling Double DQN,265223,-22.0,-132.29754665016253,21
Dueling Double DQN,265452,-32.0,-142.2991199170241,26
Dueling Double DQN,265681,-54.0,-164.31368514423096,37
Dueling Double DQN,265910,-64.0,-174.30042000665418,32
Dueling Double DQN,266139,-62.0,-172.29232737648547,31
Dueling Double DQN,266368,-50.0,-160.29967929096017,35
Dueling Double DQN,266597,-52.0,-162.30564569399763,36
Dueling Double DQN,266828,-50.0,-161.04185737124737,35
Dueling Double DQN,267057,-24.0,-134.31748655536686,22
Dueling Double DQN,267286,-50.0,-160.2953965903152,35
Dueling Double DQN,267515,-30.0,-140.290530819248,25
Dueling Double DQN,267744,-52.0,-162.27531727481147,36
Dueling Double DQN,267973,-58.0,-168.2947332584027,29
Dueling Double DQN,268202,-44.0,-154.30110602441698,22
Dueling Double DQN,268431,-52.0,-162.3057655591019,26
Dueling Double DQN,268660,-96.0,-206.28480109128,48
Dueling Double DQN,268889,-54.0,-164.30867565150018,37
Dueling Double DQN,269118,-52.0,-162.29334334735262,36
Dueling Double DQN,269347,-110.0,-220.24104164202745,55
Dueling Double DQN,269576,-58.0,-168.3066764905182,29
Dueling Double DQN,269805,-70.0,-180.27780006434404,35
Dueling Double DQN,270034,-40.0,-150.30893326504128,20
Dueling Double DQN,270271,-66.0,-175.73667188418585,43
Dueling Double DQN,270500,-88.0,-198.28363557312218,44
Dueling Double DQN,270729,0.0,-110.32340407429434,20
Dueling Double DQN,270958,-22.0,-132.03974594065778,31
Dueling Double DQN,271187,-82.0,-192.28687643597294,41
Dueling Double DQN,271416,-40.0,-150.27415712583525,20
Dueling Double DQN,271645,-36.0,-146.29567027884167,28
Dueling Double DQN,271874,-52.0,-162.3055856757196,26
Dueling Double DQN,272103,-54.0,-164.2714414325577,27
Dueling Double DQN,272332,-38.0,-148.3014943956544,29
Dueling Double DQN,272561,-56.0,-166.26873560133862,28
Dueling Double DQN,272790,-52.0,-162.29805170632497,36
Dueling Double DQN,273019,-56.0,-166.29875846583352,28
Dueling Double DQN,273248,-44.0,-154.263648618623,22
Dueling Double DQN,273477,-24.0,-134.272544365574,32
Dueling Double DQN,273706,-52.0,-162.2931617607676,36
Dueling Double DQN,273935,-72.0,-182.30299278601967,36
Dueling Double DQN,274164,-72.0,-182.30232979222492,36
Dueling Double DQN,274393,-58.0,-168.2662170360913,39
Dueling Double DQN,274622,-44.0,-153.72002750303824,32
Dueling Double DQN,274851,-64.0,-174.28459927263216,32
Dueling Double DQN,275080,-62.0,-172.30518286664727,41
Dueling Double DQN,275309,-88.0,-198.280534787649,44
Dueling Double DQN,275538,-36.0,-146.3066367037559,28
Dueling Double DQN,275767,-28.0,-138.28780037453006,24
Dueling Double DQN,275996,-84.0,-194.30305358741776,42
Dueling Double DQN,276225,-22.0,-132.29968250327437,31
Dueling Double DQN,276454,-82.0,-192.28951213065574,41
Dueling Double DQN,276683,-46.0,-156.29662309892421,33
Dueling Double DQN,276912,-34.0,-144.28383133971982,27
Dueling Double DQN,277141,-66.0,-176.29482642591216,33
Dueling Double DQN,277370,-102.0,-212.295197423297,51
Dueling Double DQN,277599,-90.0,-200.28932350866012,45
Dueling Double DQN,277828,-12.0,-121.97856540317281,26
Dueling Double DQN,278057,-64.0,-174.26901163875579,42
Dueling Double DQN,278286,-62.0,-172.29511842607724,31
Dueling Double DQN,278515,-48.0,-158.28693793171723,24
Dueling Double DQN,278744,-48.0,-158.3058775857631,34
Dueling Double DQN,278973,-50.0,-160.30127518755248,25
Dueling Double DQN,279202,-78.0,-188.29454429131334,39
Dueling Double DQN,279431,-40.0,-150.3040455128855,30
Dueling Double DQN,279660,-52.0,-162.2893831351419,26
Dueling Double DQN,279889,-32.0,-142.2932401534988,36
Dueling Double DQN,280118,-50.0,-160.30785912739358,25
Dueling Double DQN,280347,-62.0,-172.30314973504332,31
Dueling Double DQN,280576,-90.0,-200.29796587825024,45
Dueling Double DQN,280805,-70.0,-180.30606228947562,35
Dueling Double DQN,281034,-68.0,-178.30252894847598,34
Dueling Double DQN,281263,-100.0,-210.29749021037009,50
Dueling Double DQN,281492,-68.0,-178.28870214630234,34
Dueling Double DQN,281721,-56.0,-166.28992086835675,38
Dueling Double DQN,281950,-44.0,-154.27787579592712,32
Dueling Double DQN,282179,-66.0,-176.30380958899391,33
Dueling Double DQN,282408,-82.0,-192.29526985878263,41
Dueling Double DQN,282637,-48.0,-158.30885653071348,24
Dueling Double DQN,282866,-66.0,-176.31035231787678,33
Dueling Double DQN,283095,-56.0,-166.3017797972763,28
Dueling Double DQN,283324,-34.0,-144.28471194504368,27
Dueling Double DQN,283553,-66.0,-176.2945001030438,33
Dueling Double DQN,283782,-58.0,-168.27718240329278,29
Dueling Double DQN,284015,-64.0,-174.1429805641402,42
Dueling Double DQN,284244,-88.0,-198.30120593478364,54
Dueling Double DQN,284473,-46.0,-156.29594994199743,33
Dueling Double DQN,284702,-48.0,-158.28117442819584,24
Dueling Double DQN,284931,-44.0,-154.27635908970933,32
Dueling Double DQN,285160,-98.0,-208.2992334869523,49
Dueling Double DQN,285389,-62.0,-172.29396300561564,31
Dueling Double DQN,285618,-58.0,-168.29858759758855,29
Dueling Double DQN,285847,-50.0,-160.3114791143729,35
Dueling Double DQN,286076,-62.0,-172.3102814411326,31
Dueling Double DQN,286305,-48.0,-158.30568557359987,34
Dueling Double DQN,286534,-52.0,-162.2925307798713,26
Dueling Double DQN,286763,-10.0,-120.29098141077682,25
Dueling Double DQN,286992,-96.0,-206.2970385168749,48
Dueling Double DQN,287221,-72.0,-182.30697295024183,36
Dueling Double DQN,287450,-96.0,-206.29826521105662,48
Dueling Double DQN,287679,-42.0,-152.30129218319868,21
Dueling Double DQN,287908,-58.0,-168.29868762909788,39
Dueling Double DQN,288137,-72.0,-182.32493899974887,36
Dueling Double DQN,288366,-40.0,-150.30968319320698,30
Dueling Double DQN,288595,-52.0,-162.286806614142,26
Dueling Double DQN,288824,-58.0,-168.28946276218176,29
Dueling Double DQN,289053,-36.0,-146.3044350816182,28
Dueling Double DQN,289282,-66.0,-176.3001028588232,33
Dueling Double DQN,289511,-62.0,-172.29206707215462,31
Dueling Double DQN,289740,-12.0,-122.29232863664932,36
Dueling Double DQN,289969,-36.0,-146.31649764926442,28
Dueling Double DQN,290198,-18.0,-128.2974487602041,19
Dueling Double DQN,290427,-50.0,-160.2857699214005,35
Dueling Double DQN,290656,-42.0,-152.28525443493766,31
Dueling Double DQN,290885,-94.0,-204.3047688765476,47
Dueling Double DQN,291114,-28.0,-138.30292752238023,24
Dueling Double DQN,291343,-54.0,-164.28639426386704,27
Dueling Double DQN,291572,-42.0,-152.2956516808901,31
Dueling Double DQN,291801,-98.0,-208.3036430620395,49
Dueling Double DQN,292030,-64.0,-174.2861439652856,32
Dueling Double DQN,292259,-62.0,-172.30964884330479,31
Dueling Double DQN,292488,-68.0,-178.2602663126086,34
Dueling Double DQN,292717,-62.0,-172.29642578479843,41
Dueling Double DQN,292946,-68.0,-178.29316823026426,34
Dueling Double DQN,293176,-18.0,-128.75685958078327,29
Dueling Double DQN,293405,-62.0,-172.30631198442364,41
Dueling Double DQN,293634,-24.0,-134.25690775981178,22
Dueling Double DQN,293863,-36.0,-146.29942121643393,28
Dueling Double DQN,294092,-82.0,-192.3039399754768,41
Dueling Double DQN,294321,-6.0,-116.303243863454,23
Dueling Double DQN,294550,-70.0,-180.28470042377097,35
Dueling Double DQN,294779,-62.0,-172.30077401181842,31
Dueling Double DQN,295008,-58.0,-168.2875935892561,39
Dueling Double DQN,295237,-88.0,-198.28640278254966,44
Dueling Double DQN,295466,-66.0,-176.29902996300987,33
Dueling Double DQN,295695,-92.0,-202.27732050330093,46
Dueling Double DQN,295924,-96.0,-206.28469765207356,48
Dueling Double DQN,296153,-78.0,-188.27187132110794,49
Dueling Double DQN,296382,-108.0,-218.29562954264765,54
Dueling Double DQN,296611,-86.0,-196.26566826518973,43
Dueling Double DQN,296840,-46.0,-156.27111879790476,33
Dueling Double DQN,297069,-34.0,-144.2783646627993,27
Dueling Double DQN,297298,-70.0,-180.30109557732868,35
Dueling Double DQN,297527,-52.0,-162.30051068900337,26
Dueling Double DQN,297756,-68.0,-178.3051232107415,34
Dueling Double DQN,297985,-22.0,-132.29313822328004,21
Dueling Double DQN,298214,-32.0,-142.29455832626223,26
Dueling Double DQN,298443,-78.0,-188.30411415130845,39
Dueling Double DQN,298672,-66.0,-176.3027074220671,33
Dueling Double DQN,298901,-58.0,-168.3035828221065,29
Dueling Double DQN,299130,-72.0,-182.30108698015917,36
Dueling Double DQN,299359,-58.0,-168.2679025944659,39
Dueling Double DQN,299588,-80.0,-190.28929769508468,40
Dueling Double DQN,299817,-54.0,-164.2907790763418,27
Dueling Double DQN,300046,-40.0,-150.2979092143631,20
Dueling Double DQN,300275,-44.0,-154.3005138058586,32
Dueling Double DQN,300504,-68.0,-178.31012240833235,44
Dueling Double DQN,300733,-44.0,-154.29448580089561,32
Dueling Double DQN,300962,-58.0,-168.2934744974902,29
Dueling Double DQN,301191,-42.0,-152.28139794458988,41
Dueling Double DQN,301420,-64.0,-174.29243972814788,32
Dueling Double DQN,301649,-58.0,-168.30089598384302,29
Dueling Double DQN,301878,-118.0,-228.292144314079,59
Dueling Double DQN,302108,-34.0,-144.785410091952,27
Dueling Double DQN,302337,-96.0,-206.3023318365668,48
Dueling Double DQN,302574,-100.0,-210.2278698640157,50
Dueling Double DQN,302803,-38.0,-148.30482237140373,29
Dueling Double DQN,303032,-6.0,-116.3048095822411,23
Dueling Double DQN,303261,-84.0,-194.2764703935809,42
Dueling Double DQN,303490,-50.0,-160.30044402552235,35
Dueling Double DQN,303719,-42.0,-152.22456391346418,31
Dueling Double DQN,303948,-84.0,-194.31656839637924,42
Dueling Double DQN,304177,-54.0,-164.28128306195623,27
Dueling Double DQN,304406,-66.0,-176.31328548174363,43
Dueling Double DQN,304635,-34.0,-144.2688399369354,27
Dueling Double DQN,304864,-56.0,-166.30970398435056,28
Dueling Double DQN,305093,-46.0,-156.3028812330645,23
Dueling Double DQN,305322,-48.0,-158.28858250568982,34
Dueling Double DQN,305551,-78.0,-188.30835306484772,49
Dueling Double DQN,305780,-42.0,-152.2937112606632,31
Dueling Double DQN,306009,-54.0,-164.31696278221293,27
Dueling Double DQN,306238,-52.0,-162.30574688005422,26
Dueling Double DQN,306467,-42.0,-152.29582620337504,31
Dueling Double DQN,306696,-90.0,-200.29153432122058,45
Dueling Double DQN,306925,-74.0,-184.3004487214409,37
Dueling Double DQN,307154,-76.0,-186.31238135508625,38
Dueling Double DQN,307383,-60.0,-170.29908177034815,30
Dueling Double DQN,307612,-90.0,-200.29752189871408,45
Dueling Double DQN,307841,-78.0,-188.29597111519516,39
Dueling Double DQN,308070,-52.0,-162.29376467897598,26
Dueling Double DQN,308299,-38.0,-148.29547307045317,29
Dueling Double DQN,308528,-94.0,-204.2949317136023,47
Dueling Double DQN,308757,-76.0,-186.29611206368162,38
Dueling Double DQN,308986,-44.0,-154.31170761721245,32
Dueling Double DQN,309215,-68.0,-178.30294205033942,34
Dueling Double DQN,309444,-82.0,-192.27687031586808,51
Dueling Double DQN,309673,-78.0,-188.2949401360222,39
Dueling Double DQN,309902,-76.0,-186.28771187814553,38
Dueling Double DQN,310131,-66.0,-176.2879801114479,33
Dueling Double DQN,310360,-78.0,-188.30474652146768,59
Dueling Double DQN,310589,-78.0,-188.30682569670537,39
Dueling Double DQN,310818,-70.0,-180.29252564085687,45
Dueling Double DQN,311047,-82.0,-192.31068493640163,41
Dueling Double DQN,311276,-64.0,-174.30771540599622,32
Dueling Double DQN,311505,-54.0,-164.2908333844676,27
Dueling Double DQN,311734,-44.0,-154.30029335601182,32
Dueling Double DQN,311963,-50.0,-160.28622446844898,25
Dueling Double DQN,312192,-52.0,-162.3024549118637,36
Dueling Double DQN,312421,-18.0,-128.3058296320811,29
Dueling Double DQN,312650,-42.0,-152.28934088451587,31
Dueling Double DQN,312879,-34.0,-144.30106152359994,27
Dueling Double DQN,313108,-42.0,-152.29812697337053,31
Dueling Double DQN,313337,-66.0,-176.3058142669721,33
Dueling Double DQN,313566,-50.0,-160.3090633364061,35
Dueling Double DQN,313795,-60.0,-170.2774656097909,30
Dueling Double DQN,314024,-56.0,-166.30386638056936,28
Dueling Double DQN,314253,-54.0,-164.298597842888,37
Dueling Double DQN,314482,-90.0,-200.29027851962786,45
Dueling Double DQN,314711,-46.0,-156.31559485720476,33
Dueling Double DQN,314941,-36.0,-146.6985544254351,28
Dueling Double DQN,315170,-42.0,-152.31553685658298,31
Dueling Double DQN,315399,-26.0,-136.28787193965724,23
Dueling Double DQN,315628,-34.0,-144.27625410008426,27
Dueling Double DQN,315857,-76.0,-186.3092794693615,38
Dueling Double DQN,316086,-66.0,-176.301899733957,33
Dueling Double DQN,316315,-48.0,-158.29036017123627,24
Dueling Double DQN,316544,-64.0,-174.29802677080565,32
Dueling Double DQN,316773,-96.0,-206.3071314252809,48
Dueling Double DQN,317002,-100.0,-210.30543758720552,50
Dueling Double DQN,317231,-52.0,-162.30119053063245,36
Dueling Double DQN,317460,-86.0,-196.31118191100882,53
Dueling Double DQN,317689,-58.0,-168.28133012443783,39
Dueling Double DQN,317918,-100.0,-210.30966440529642,50
Dueling Double DQN,318147,-60.0,-170.29888034757641,30
Dueling Double DQN,318376,-30.0,-140.29279239834705,25
Dueling Double DQN,318605,-68.0,-178.29106243984944,34
Dueling Double DQN,318834,-54.0,-164.30489678025427,27
Dueling Double DQN,319063,-72.0,-182.3015457266804,36
Dueling Double DQN,319292,-80.0,-190.2826063185573,40
Dueling Double DQN,319521,-62.0,-172.30315659723686,41
Dueling Double DQN,319750,-8.0,-118.29913444466877,24
Dueling Double DQN,319979,-40.0,-150.29876031538242,30
Dueling Double DQN,320208,-66.0,-176.3051304382234,33
Dueling Double DQN,320437,-36.0,-146.24363242221838,28
Dueling Double DQN,320666,-86.0,-196.290721605761,43
Dueling Double DQN,320895,-82.0,-192.2949550515911,41
Dueling Double DQN,321124,-44.0,-154.28667193916678,32
Dueling Double DQN,321353,-56.0,-166.29270773342273,28
Dueling Double DQN,321582,-44.0,-154.29137676790097,32
Dueling Double DQN,321811,-56.0,-166.3060772861248,28
Dueling Double DQN,322040,-28.0,-138.30077399449652,24
Dueling Double DQN,322269,-16.0,-126.30410808634707,28
Dueling Double DQN,322498,-62.0,-172.30737737514528,31
Dueling Double DQN,322727,14.0,-96.28732188058726,13
Dueling Double DQN,322956,-68.0,-178.27680719108707,34
Dueling Double DQN,323185,-74.0,-184.30448393775822,37
Dueling Double DQN,323414,-38.0,-148.3138451827976,19
Dueling Double DQN,323643,-66.0,-176.25436524157112,33
Dueling Double DQN,323872,-46.0,-156.2897717498104,33
Dueling Double DQN,324101,-58.0,-168.29018714463461,29
Dueling Double DQN,324330,-24.0,-134.28095726617147,32
Dueling Double DQN,324559,-70.0,-180.29313866503412,35
Dueling Double DQN,324788,-60.0,-170.2917069724508,30
Dueling Double DQN,325017,-46.0,-156.29814446362965,23
Dueling Double DQN,325246,-130.0,-240.27420774977168,65
Dueling Double DQN,325475,-26.0,-136.29313477905677,23
Dueling Double DQN,325704,-22.0,-132.30667542704992,31
Dueling Double DQN,325933,-70.0,-180.3006112260556,35
Dueling Double DQN,326162,-52.0,-162.29562708886428,36
Dueling Double DQN,326391,-34.0,-144.30323673641433,27
Dueling Double DQN,326620,-32.0,-142.29318278912655,26
Dueling Double DQN,326849,-78.0,-188.29795639369118,39
Dueling Double DQN,327078,-28.0,-138.27410797254754,24
Dueling Double DQN,327307,-42.0,-152.27764738940368,21
Dueling Double DQN,327536,-64.0,-174.12251225861073,32
Dueling Double DQN,327765,-66.0,-176.28474702153048,33
Dueling Double DQN,327994,-54.0,-164.31243760253625,27
Dueling Double DQN,328223,-64.0,-174.2865702863756,32
Dueling Double DQN,328452,-46.0,-156.29895930604,23
Dueling Double DQN,328681,-88.0,-198.27168732800277,44
Dueling Double DQN,328910,-36.0,-146.28518525202992,28
Dueling Double DQN,329139,-52.0,-162.27600510619305,26
Dueling Double DQN,329368,-84.0,-194.287941767807,42
Dueling Double DQN,329597,-24.0,-134.29743725988885,32
Dueling Double DQN,329826,-48.0,-158.29518965482458,34
Dueling Double DQN,330055,-42.0,-152.28695550224887,31
Dueling Double DQN,330284,-74.0,-184.29782016235663,37
Dueling Double DQN,330513,-52.0,-162.28731152805372,26
Dueling Double DQN,330742,-88.0,-198.28893417727684,44
Dueling Double DQN,330971,-68.0,-178.30274141597764,34
Dueling Double DQN,331200,-54.0,-164.2882679922776,27
Dueling Double DQN,331429,-60.0,-170.29326581823005,30
Dueling Double DQN,331658,-62.0,-172.28144203878765,31
Dueling Double DQN,331887,-50.0,-160.2866753616708,25
Dueling Double DQN,332116,-48.0,-158.26431404435263,34
Dueling Double DQN,332345,-22.0,-132.2890240559641,21
Dueling Double DQN,332574,-66.0,-176.30194842418445,33
Dueling Double DQN,332803,-104.0,-214.29193455271704,52
Dueling Double DQN,333032,-36.0,-146.286665788971,28
Dueling Double DQN,333261,-18.0,-128.29827777003285,19
Dueling Double DQN,333490,-68.0,-178.31179646361534,44
Dueling Double DQN,333719,-90.0,-200.2967575567391,45
Dueling Double DQN,333948,-52.0,-162.30520759170906,26
Dueling Double DQN,334177,-66.0,-176.29614608971036,43
Dueling Double DQN,334406,-100.0,-210.30980750258806,50
Dueling Double DQN,334635,-64.0,-174.307592221089,32
Dueling Double DQN,334864,-48.0,-158.29754671671122,24
Dueling Double DQN,335093,-70.0,-180.29026886294557,35
Dueling Double DQN,335322,-58.0,-168.29396624382088,29
Dueling Double DQN,335551,-78.0,-188.3002197442131,39
Dueling Double DQN,335780,-78.0,-188.2866335576872,39
Dueling Double DQN,336009,-66.0,-176.25733565072687,33
Dueling Double DQN,336238,-78.0,-188.30084057126086,39
Dueling Double DQN,336467,-56.0,-166.29292277735019,38
Dueling Double DQN,336696,-30.0,-140.2853702399778,35
Dueling Double DQN,336925,-26.0,-136.28934593569733,33
Dueling Double DQN,337154,-64.0,-174.3015034567619,32
Dueling Double DQN,337383,-96.0,-206.28731647466657,48
Dueling Double DQN,337612,-18.0,-128.28741649747468,29
Dueling Double DQN,337841,-46.0,-156.30687895620332,33
Dueling Double DQN,338070,-22.0,-132.28531311894147,21
Dueling Double DQN,338299,-64.0,-174.2826396858688,32
Dueling Double DQN,338528,-66.0,-176.308999591174,33
Dueling Double DQN,338757,-60.0,-170.29593412644698,40
Dueling Double DQN,338986,-52.0,-162.3065567155959,26
Dueling Double DQN,339215,-58.0,-168.3011709787075,29
Dueling Double DQN,339444,-30.0,-140.3000949714465,25
Dueling Double DQN,339673,-44.0,-154.26104779884514,32
Dueling Double DQN,339902,-44.0,-154.24928204693077,32
Dueling Double DQN,340131,-44.0,-154.28094512109996,32
Dueling Double DQN,340360,-46.0,-156.2794578504078,33
Dueling Double DQN,340589,-46.0,-156.26735867680424,33
Dueling Double DQN,340818,-14.0,-124.29815982026099,27
Dueling Double DQN,341047,-54.0,-164.27876578553227,37
Dueling Double DQN,341276,-62.0,-172.29836475971166,31
Dueling Double DQN,341505,-76.0,-186.31459752333535,38
Dueling Double DQN,341735,-56.0,-166.15816311564598,28
Dueling Double DQN,341964,-96.0,-206.27363263178643,48
Dueling Double DQN,342193,-44.0,-154.30004661958196,22
Dueling Double DQN,342422,-36.0,-146.28705773728228,28
Dueling Double DQN,342651,-86.0,-196.29730446497058,43
Dueling Double DQN,342880,-42.0,-152.2914780936181,21
Dueling Double DQN,343109,-52.0,-162.305732372334,26
Dueling Double DQN,343338,-34.0,-144.29240255957865,27
Dueling Double DQN,343567,-54.0,-164.2810086020464,27
Dueling Double DQN,343796,-18.0,-128.2998463279816,19
Dueling Double DQN,344025,-54.0,-164.31267455158303,37
Dueling Double DQN,344254,-48.0,-158.27871144659275,24
Dueling Double DQN,344483,-60.0,-170.3063686282744,40
Dueling Double DQN,344712,-66.0,-176.29693370355272,33
Dueling Double DQN,344941,-54.0,-164.29618381715684,37
Dueling Double DQN,345170,-68.0,-178.27470427132425,34
Dueling Double DQN,345402,-22.0,-133.8686748132367,21
Dueling Double DQN,345631,-72.0,-182.30409081007588,46
Dueling Double DQN,345860,-44.0,-154.28571569219324,32
Dueling Double DQN,346090,-50.0,-160.2552407308166,35
Dueling Double DQN,346319,-58.0,-168.31114356312273,39
Dueling Double DQN,346548,-52.0,-162.30985539757535,36
Dueling Double DQN,346777,-74.0,-184.2206428620027,37
Dueling Double DQN,347006,-36.0,-146.30731822817262,28
Dueling Double DQN,347235,-48.0,-158.28927158520494,34
Dueling Double DQN,347464,-72.0,-182.30587944696146,36
Dueling Double DQN,347693,-32.0,-142.28552074608365,26
Dueling Double DQN,347922,-84.0,-194.2990354264165,42
Dueling Double DQN,348151,-66.0,-176.29331011563295,33
Dueling Double DQN,348380,-64.0,-174.2819690619046,32
Dueling Double DQN,348609,-40.0,-150.29852185307652,20
Dueling Double DQN,348838,-54.0,-164.25910021788638,27
Dueling Double DQN,349067,-26.0,-136.30175653989448,23
Dueling Double DQN,349296,-58.0,-168.30146837695304,29
Dueling Double DQN,349525,-46.0,-156.29609228054494,23
Dueling Double DQN,349754,-58.0,-168.29122734619114,29
Dueling Double DQN,349983,-80.0,-190.2958434049273,40
Dueling Double DQN,350212,-84.0,-194.18336765566147,42
Dueling Double DQN,350441,-76.0,-186.3134164506172,38
Dueling Double DQN,350670,-50.0,-160.28386297086286,25
Dueling Double DQN,350899,-62.0,-172.28673752598846,31
Dueling Double DQN,351128,-54.0,-164.3025973324793,27
Dueling Double DQN,351357,-66.0,-176.31283270829815,33
Dueling Double DQN,351586,-24.0,-134.29566328149517,22
Dueling Double DQN,351815,-12.0,-122.26497132033631,26
Dueling Double DQN,352044,-68.0,-178.29995324336545,34
Dueling Double DQN,352273,-72.0,-182.27559329728211,36
Dueling Double DQN,352502,-58.0,-168.2920479976362,29
Dueling Double DQN,352731,-52.0,-162.29073732481712,26
Dueling Double DQN,352960,-32.0,-142.29246545838197,26
Dueling Double DQN,353189,-70.0,-180.28600334210802,35
Dueling Double DQN,353418,-66.0,-176.29755027885847,33
Dueling Double DQN,353647,-56.0,-166.29288599088187,28
Dueling Double DQN,353876,-62.0,-172.29246781316448,31
Dueling Double DQN,354105,-62.0,-172.28206973077766,31
Dueling Double DQN,354334,-60.0,-170.29829003997415,30
Dueling Double DQN,354563,-72.0,-182.29125898606668,36
Dueling Double DQN,354792,-62.0,-172.2757546904023,41
Dueling Double DQN,355021,-80.0,-190.27566741201247,40
Dueling Double DQN,355250,-50.0,-160.29753312595525,25
Dueling Double DQN,355479,-52.0,-162.31802934360334,26
Dueling Double DQN,355708,-58.0,-168.28697281623423,29
Dueling Double DQN,355937,-64.0,-174.29971125602898,32
Dueling Double DQN,356166,-18.0,-128.30220142404767,29
Dueling Double DQN,356395,-78.0,-188.29254332814477,39
Dueling Double DQN,356624,-46.0,-156.29965255308306,33
Dueling Double DQN,356853,-34.0,-144.3009943022484,27
Dueling Double DQN,357082,-62.0,-172.24390229882874,31
Dueling Double DQN,357311,-18.0,-128.29469427508968,29
Dueling Double DQN,357540,-64.0,-174.2939890095646,32
Dueling Double DQN,357769,-38.0,-148.28588536713403,49
Dueling Double DQN,357998,-62.0,-172.3003745637556,31
Dueling Double DQN,358227,-80.0,-190.28751000825014,40
Dueling Double DQN,358456,-66.0,-176.29621496611622,33
Dueling Double DQN,358685,-44.0,-154.28847366884668,32
Dueling Double DQN,358914,-42.0,-152.29061355108064,21
Dueling Double DQN,359143,-46.0,-156.29421371566906,23
Dueling Double DQN,359372,-16.0,-126.2978896654866,28
Dueling Double DQN,359601,-26.0,-136.3062698929621,23
Dueling Double DQN,359830,-58.0,-168.30094873067847,29
Dueling Double DQN,360059,-42.0,-152.28046508141932,31
Dueling Double DQN,360288,-16.0,-126.28331473593752,18
Dueling Double DQN,360517,-60.0,-170.23742081347282,30
Dueling Double DQN,360746,-52.0,-162.2939621869164,26
Dueling Double DQN,360975,-32.0,-142.32032653673127,26
Dueling Double DQN,361204,-64.0,-174.29140174956873,32
Dueling Double DQN,361433,-46.0,-156.2885335277617,23
Dueling Double DQN,361662,-50.0,-160.2965366612641,25
Dueling Double DQN,361891,-84.0,-194.27945687717693,42
Dueling Double DQN,362120,-30.0,-140.2964879620838,25
Dueling Double DQN,362349,-66.0,-176.29757649826712,43
Dueling Double DQN,362578,-86.0,-196.28335269235197,43
Dueling Double DQN,362807,-48.0,-158.2986273563157,34
Dueling Double DQN,363036,-42.0,-152.2884890099054,31
Dueling Double DQN,363265,-24.0,-134.28297270274803,22
Dueling Double DQN,363494,-62.0,-172.29125616583815,31
Dueling Double DQN,363723,-18.0,-128.28964475200203,29
Dueling Double DQN,363952,-70.0,-180.29252104275935,35
Dueling Double DQN,364181,-14.0,-124.3052395813065,17
Dueling Double DQN,364410,-28.0,-138.296616346758,24
Dueling Double DQN,364641,-50.0,-160.2152458976391,25
Dueling Double DQN,364870,-56.0,-166.29263053172951,28
Dueling Double DQN,365099,-46.0,-156.27390532528995,23
Dueling Double DQN,365328,-52.0,-162.29661878636497,26
Dueling Double DQN,365557,-26.0,-136.30353139456702,23
Dueling Double DQN,365786,-58.0,-168.29808422077053,29
Dueling Double DQN,366015,-28.0,-138.28864015350558,24
Dueling Double DQN,366244,-64.0,-174.2839239995878,32
Dueling Double DQN,366473,-22.0,-132.29092275189092,21
Dueling Double DQN,366702,-50.0,-160.2826680995282,25
Dueling Double DQN,366931,-56.0,-166.30870709802687,28
Dueling Double DQN,367160,-38.0,-148.29762656818588,29
Dueling Double DQN,367389,-52.0,-162.30141885345776,26
Dueling Double DQN,367618,18.0,-92.28003128945471,21
Dueling Double DQN,367847,-38.0,-148.29821871048122,29
Dueling Double DQN,368076,-36.0,-146.29698521520822,18
Dueling Double DQN,368305,-14.0,-124.2629765172,27
Dueling Double DQN,368534,-46.0,-156.30866160407777,23
Dueling Double DQN,368763,-54.0,-164.31334172569944,27
Dueling Double DQN,368992,-40.0,-150.275350181513,30
Dueling Double DQN,369221,-58.0,-168.28988894390002,29
Dueling Double DQN,369450,-68.0,-178.30527241328662,34
Dueling Double DQN,369679,-6.0,-116.29119813643378,23
Dueling Double DQN,369908,-16.0,-125.67500976376299,28
Dueling Double DQN,370137,-38.0,-148.2852440095285,29
Dueling Double DQN,370366,-26.0,-136.2027672013122,23
Dueling Double DQN,370595,-42.0,-152.30180739090778,31
Dueling Double DQN,370824,-50.0,-160.29237566846896,25
